state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,total,proportion,gender,class
Wisconsin,4,2,Bad,business,5,0,2,2,male single,none,4,car,2,bank,own,1,skilled,1,none,YES,5,2,male,BAD
Arizona,2,0,Good,business,2,0,3,3,female div/dep/mar,none,2,car,2,none,own,2,skilled,1,none,NO,3,1,female,GOOD
California,2,2,Good,new car,3,0,2,2,male mar/wid,none,-1,no known property,2,none,own,1,high qualif/self emp/mgmt,1,yes,NO,4,1,male,GOOD
California,5,1,Good,furniture/equipment,1,1,1,1,unknown,none,4,real estate,1,none,rent,1,unskilled resident,1,unknown,YES,9,3,unknown,BAD
California,1,6,Good,new car,7,0,3,2,male single,none,4,no known property,2,bank,for free,1,high qualif/self emp/mgmt,2,yes,YES,1,1,male,GOOD
California,0,0,Bad,radio/tv,3,0,3,1,female div/dep/mar,none,4,car,2,unknown,own,1,skilled,1,none,YES,0,0,female,BAD
California,2,0,Bad,furniture/equipment,5,0,0,2,male single,none,3,car,2,none,own,-1,high qualif/self emp/mgmt,1,none,YES,5,1,male,GOOD
California,5,7,Moderate,education,9,1,3,2,unknown,none,3,no known property,2,none,rent,1,skilled,1,unknown,YES,9,2,unknown,GOOD
California,0,1,Good,furniture/equipment,6,0,0,3,female div/dep/mar,none,4,no known property,3,none,for free,1,high qualif/self emp/mgmt,1,unknown,YES,0,0,female,GOOD
California,0,6,Bad,furniture/equipment,5,0,2,3,male mar/wid,unknown,-1,life insurance,3,none,own,2,skilled,1,yes,NO,0,0,male,GOOD
California,5,1,Good,new car,1,0,4,1,male div/sep,none,1,real estate,3,unknown,rent,2,skilled,1,none,YES,3,2,male,BAD
District of Columbia,2,2,Bad,radio/tv,2,0,2,-1,female div/dep/mar,none,1,real estate,3,none,own,2,unskilled resident,1,none,NO,3,1,female,GOOD
Georgia,2,2,Good,radio/tv,2,0,1,3,male mar/wid,unknown,4,real estate,2,none,own,1,unknown,1,unknown,YES,3,1,male,GOOD
Georgia,4,2,Bad,business,4,0,2,-1,male mar/wid,none,4,real estate,2,unknown,own,2,skilled,1,none,NO,5,2,male,GOOD
Georgia,2,2,Moderate,business,9,0,1,2,male single,none,-1,car,2,unknown,unknown,2,unknown,1,yes,NO,9,1,male,GOOD
Georgia,2,2,Moderate,new car,0,0,0,4,male single,none,2,car,2,none,own,2,unskilled resident,1,unknown,YES,2,1,male,GOOD
Georgia,6,2,Moderate,new car,6,0,0,4,male single,none,4,car,3,none,own,1,skilled,2,none,YES,6,2,male,GOOD
Illinois,6,4,Moderate,radio/tv,3,0,0,1,male mar/wid,none,1,life insurance,1,none,own,1,skilled,1,yes,NO,4,2,male,GOOD
Indiana,2,2,Bad,used car,4,0,3,4,unknown,none,4,car,3,unknown,own,2,skilled,2,yes,NO,4,1,unknown,BAD
Kentucky,1,2,Good,radio/tv,4,0,1,4,male mar/wid,none,-1,real estate,2,unknown,own,1,unknown,1,none,NO,1,1,male,GOOD
Louisiana,2,4,Good,radio/tv,6,0,4,3,male div/sep,none,2,car,2,none,own,1,high qualif/self emp/mgmt,1,yes,NO,6,1,male,BAD
Louisiana,6,1,Bad,new car,0,1,3,4,male mar/wid,none,2,no known property,2,none,own,3,skilled,1,yes,YES,8,3,male,BAD
Massachusetts,6,4,Good,radio/tv,3,0,4,4,female div/dep/mar,none,4,no known property,1,unknown,own,1,skilled,1,unknown,YES,4,2,female,GOOD
Maryland,2,6,Bad,used car,9,0,3,3,male single,none,2,car,2,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,8,1,male,BAD
Michigan,2,1,Bad,business,4,0,0,4,male single,none,2,car,3,stores,own,2,high qualif/self emp/mgmt,1,yes,NO,5,1,male,BAD
Missouri,2,2,Good,new car,3,0,2,3,male single,none,2,no known property,2,none,unknown,1,unknown,2,none,YES,4,1,male,BAD
Missouri,1,4,Moderate,new car,2,0,0,4,female div/dep/mar,unknown,2,life insurance,2,none,own,1,skilled,1,none,NO,0,0,female,GOOD
Mississippi,2,6,Bad,used car,4,0,4,2,male single,none,2,life insurance,2,none,own,2,skilled,2,yes,NO,5,1,male,BAD
North Carolina,1,1,Good,new car,6,0,1,4,male single,none,1,real estate,2,unknown,own,1,unskilled resident,2,none,NO,2,1,male,BAD
New Jersey,1,2,Moderate,education,9,0,0,1,female div/dep/mar,unknown,2,car,1,none,rent,2,skilled,1,unknown,YES,7,1,female,BAD
New Jersey,2,4,Good,new car,6,0,3,1,female div/dep/mar,none,2,car,2,bank,own,1,high qualif/self emp/mgmt,1,none,NO,6,1,female,GOOD
New Jersey,5,2,Good,new car,1,0,2,4,female div/dep/mar,none,-1,life insurance,2,unknown,own,1,skilled,1,none,NO,2,2,female,GOOD
New Jersey,2,2,Good,new car,6,0,0,2,female div/dep/mar,none,3,car,1,none,rent,1,skilled,1,none,YES,6,1,female,GOOD
Nevada,5,1,Good,used car,3,0,2,4,male single,none,2,car,2,unknown,own,1,skilled,1,none,YES,4,2,male,GOOD
New York,4,1,Bad,new car,4,0,3,2,male single,none,3,real estate,3,none,own,2,unknown,2,none,NO,5,2,male,GOOD
New York,2,2,Moderate,furniture/equipment,3,0,3,4,male single,none,3,real estate,2,none,own,2,high qualif/self emp/mgmt,1,none,NO,4,1,male,GOOD
Ohio,4,1,Good,furniture/equipment,6,0,0,1,female div/dep/mar,none,2,life insurance,1,bank,own,1,skilled,1,yes,YES,6,2,female,BAD
Ohio,6,2,Good,used car,6,0,2,1,unknown,none,3,car,1,unknown,rent,1,skilled,1,unknown,YES,6,2,unknown,GOOD
Oregon,2,6,Bad,radio/tv,6,0,4,4,male single,none,2,car,2,none,unknown,2,skilled,1,none,YES,6,1,male,GOOD
Pennsylvania,2,2,Moderate,radio/tv,1,0,0,4,male single,none,3,real estate,3,unknown,own,2,skilled,1,none,NO,2,1,male,BAD
Pennsylvania,2,0,Good,other,2,0,4,1,male single,none,4,car,1,none,own,1,unknown,1,none,YES,3,1,male,BAD
South Carolina,1,2,Bad,repairs,1,0,0,2,female div/dep/mar,none,4,no known property,3,none,for free,3,unemp/unskilled non res,2,none,YES,1,0,female,GOOD
South Carolina,2,0,Good,other,4,0,3,1,male single,none,-1,real estate,4,none,own,1,unskilled resident,1,none,NO,5,1,male,BAD
Tennessee,6,4,Good,other,9,0,2,2,male single,co applicant,3,car,2,bank,own,2,high qualif/self emp/mgmt,1,yes,NO,9,2,male,GOOD
Tennessee,1,0,Bad,furniture/equipment,3,0,0,4,male single,none,4,no known property,2,none,for free,3,high qualif/self emp/mgmt,1,yes,NO,1,1,male,GOOD
Texas,2,4,Bad,repairs,3,0,2,4,male div/sep,unknown,2,real estate,2,none,own,2,skilled,1,yes,NO,4,1,male,GOOD
Texas,0,0,Good,furniture/equipment,4,0,2,3,male single,unknown,2,real estate,1,none,own,1,skilled,1,none,NO,0,0,male,GOOD
Texas,4,1,Good,radio/tv,2,0,0,2,male mar/wid,unknown,1,real estate,1,none,own,1,skilled,1,yes,NO,3,2,male,BAD
Texas,2,0,Good,repairs,0,0,3,2,male mar/wid,none,4,real estate,1,none,rent,1,unskilled resident,1,none,YES,2,1,male,BAD
Texas,2,4,Bad,new car,1,0,4,4,female div/dep/mar,none,4,real estate,2,none,own,2,skilled,1,yes,NO,3,1,female,GOOD
Virginia,2,7,Bad,repairs,7,0,0,4,male single,co applicant,4,car,3,none,own,2,unemp/unskilled non res,1,none,YES,6,1,male,BAD
Virginia,6,1,Good,business,0,0,1,4,female div/dep/mar,none,-1,real estate,2,none,own,1,unemp/unskilled non res,1,none,YES,9,3,female,BAD
Wisconsin,2,1,Good,new car,3,0,4,4,unknown,none,4,car,2,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,4,1,unknown,GOOD
Arizona,1,1,Good,furniture/equipment,4,0,0,2,female div/dep/mar,co applicant,3,no known property,2,none,own,1,skilled,1,none,YES,1,1,female,BAD
California,5,3,Moderate,other,6,0,2,2,unknown,none,3,car,2,bank,own,2,skilled,1,yes,NO,6,2,unknown,GOOD
California,2,1,Good,education,0,0,4,4,male single,none,4,car,3,bank,own,1,unskilled resident,2,none,NO,2,1,male,BAD
California,6,7,Bad,furniture/equipment,8,0,2,2,female div/dep/mar,none,3,car,2,none,own,1,high qualif/self emp/mgmt,1,yes,YES,8,2,female,BAD
California,2,0,Bad,education,1,0,4,4,female div/dep/mar,none,4,life insurance,2,none,rent,2,unskilled resident,1,none,NO,2,1,female,GOOD
California,2,6,Good,new car,3,0,1,4,female div/dep/mar,none,4,car,2,none,own,1,skilled,1,yes,YES,3,1,female,GOOD
California,4,0,Good,other,6,0,2,2,unknown,guarantor,2,real estate,2,none,own,1,skilled,1,none,NO,6,2,unknown,BAD
District of Columbia,6,1,Good,furniture/equipment,2,0,4,3,female div/dep/mar,none,4,real estate,2,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,8,3,female,GOOD
Georgia,4,2,Moderate,repairs,2,1,2,3,unknown,none,3,life insurance,3,stores,unknown,2,skilled,1,none,NO,8,3,unknown,GOOD
Georgia,2,6,Bad,used car,9,0,2,-1,male single,none,2,car,2,unknown,own,1,high qualif/self emp/mgmt,1,yes,YES,9,1,male,BAD
Georgia,2,2,Good,radio/tv,0,0,2,3,female div/dep/mar,none,1,real estate,2,none,own,1,skilled,1,none,YES,1,1,female,GOOD
Illinois,2,1,Moderate,furniture/equipment,6,0,4,2,male single,none,4,life insurance,2,none,own,2,skilled,1,none,YES,6,1,male,GOOD
Indiana,2,4,Good,used car,6,0,4,4,male single,none,4,car,2,unknown,unknown,1,high qualif/self emp/mgmt,1,yes,NO,6,1,male,GOOD
Louisiana,0,4,Good,new car,8,0,3,2,male single,co applicant,3,life insurance,2,none,own,1,skilled,1,yes,NO,0,1,male,GOOD
Maryland,2,4,Moderate,used car,6,0,1,4,unknown,none,1,no known property,2,none,own,1,high qualif/self emp/mgmt,1,yes,YES,6,1,unknown,BAD
Michigan,0,1,Bad,new car,4,0,2,2,male single,none,2,real estate,2,none,rent,2,skilled,2,none,YES,0,0,male,BAD
Missouri,0,1,Good,used car,7,0,4,-1,male single,none,4,no known property,2,none,for free,1,skilled,1,yes,NO,0,0,male,BAD
Missouri,1,0,Good,other,0,0,1,-1,unknown,none,1,real estate,2,none,own,1,skilled,1,unknown,YES,0,0,unknown,GOOD
Mississippi,2,2,Good,radio/tv,8,0,1,3,male single,none,2,car,2,none,own,1,skilled,1,yes,YES,7,1,male,BAD
North Carolina,1,6,Good,furniture/equipment,7,0,2,1,male single,guarantor,2,life insurance,2,none,own,1,skilled,2,none,YES,2,1,male,BAD
New Jersey,0,2,Good,new car,4,0,1,2,male single,none,3,real estate,2,none,own,-1,skilled,1,none,YES,0,0,male,GOOD
New Jersey,5,1,Good,furniture/equipment,6,0,1,3,female div/dep/mar,none,1,real estate,2,none,rent,1,high qualif/self emp/mgmt,1,none,YES,6,2,female,GOOD
Nevada,6,1,Good,retraining,4,0,4,4,male single,none,4,life insurance,2,none,own,2,skilled,1,none,YES,5,2,male,GOOD
New York,2,2,Good,business,3,0,3,4,male single,none,1,car,2,stores,own,2,skilled,1,yes,NO,4,1,male,GOOD
New York,1,4,Good,used car,6,0,2,3,male single,unknown,4,no known property,3,bank,unknown,-1,unknown,2,yes,NO,1,1,male,BAD
Oregon,1,4,Moderate,radio/tv,3,0,1,4,female div/dep/mar,none,2,car,2,none,rent,1,unskilled resident,1,yes,NO,1,1,female,BAD
Pennsylvania,2,7,Moderate,radio/tv,9,0,4,3,male single,none,3,car,2,unknown,own,2,unknown,2,none,YES,8,1,male,GOOD
Tennessee,2,2,Moderate,business,6,0,2,2,female div/dep/mar,none,2,car,2,none,own,-1,skilled,1,yes,YES,6,1,female,GOOD
Tennessee,2,4,Moderate,other,8,0,3,-1,male single,none,3,car,2,none,own,2,unskilled resident,1,yes,YES,7,1,male,GOOD
Texas,4,4,Good,radio/tv,4,1,1,3,male mar/wid,none,2,car,1,none,rent,1,skilled,1,yes,YES,6,2,male,GOOD
Texas,0,2,Good,education,0,0,1,4,unknown,none,4,life insurance,1,unknown,own,1,skilled,1,unknown,NO,0,0,unknown,GOOD
Texas,2,2,Good,new car,0,0,2,4,male single,unknown,3,car,2,none,own,1,unskilled resident,1,none,NO,1,1,male,GOOD
Texas,2,0,Good,retraining,1,0,0,4,unknown,none,-1,life insurance,2,none,own,1,high qualif/self emp/mgmt,2,yes,NO,2,1,unknown,BAD
Wisconsin,2,2,Bad,radio/tv,1,0,2,4,male mar/wid,none,-1,car,2,none,unknown,1,skilled,1,none,NO,2,1,male,GOOD
Arizona,1,2,Moderate,furniture/equipment,6,0,1,1,female div/dep/mar,unknown,4,life insurance,2,none,unknown,1,skilled,1,none,YES,1,1,female,BAD
California,2,7,Good,used car,6,0,2,4,male single,none,4,car,2,none,own,1,skilled,1,none,YES,6,1,male,GOOD
California,6,4,Good,radio/tv,8,0,3,4,male single,none,-1,car,1,bank,own,1,skilled,1,none,YES,8,2,male,BAD
California,2,2,Bad,furniture/equipment,2,0,4,4,male single,unknown,4,car,2,none,own,2,skilled,2,yes,YES,1,1,male,BAD
California,4,1,Moderate,radio/tv,7,0,2,1,female div/dep/mar,none,-1,real estate,1,none,own,1,unskilled resident,1,none,YES,7,2,female,BAD
Georgia,4,4,Good,new car,1,0,1,4,male single,none,1,life insurance,2,none,unknown,1,skilled,1,none,YES,3,2,male,BAD
Illinois,2,6,Good,furniture/equipment,7,1,0,4,unknown,unknown,4,no known property,3,none,rent,2,skilled,1,yes,NO,8,2,unknown,GOOD
Indiana,2,2,Moderate,furniture/equipment,0,0,3,3,female div/dep/mar,none,2,life insurance,2,none,own,2,skilled,1,none,YES,2,1,female,BAD
Louisiana,2,1,Bad,new car,1,0,2,4,male single,unknown,4,real estate,3,none,own,1,skilled,1,unknown,YES,2,1,male,GOOD
Maryland,4,0,Moderate,new car,1,0,0,4,male single,none,4,life insurance,3,none,own,1,high qualif/self emp/mgmt,1,yes,NO,3,2,male,GOOD
Michigan,2,1,Good,other,6,0,2,2,unknown,none,4,car,3,none,own,1,skilled,1,yes,YES,6,1,unknown,GOOD
Missouri,2,2,Moderate,other,7,0,0,4,female div/dep/mar,co applicant,-1,no known property,3,none,for free,1,skilled,1,yes,NO,7,1,female,GOOD
New Jersey,2,1,Good,other,2,0,2,3,male single,none,-1,real estate,2,none,rent,1,unskilled resident,1,unknown,YES,3,1,male,BAD
New Jersey,2,0,Good,other,7,0,2,2,male single,guarantor,3,life insurance,2,none,rent,1,skilled,1,none,NO,7,1,male,BAD
New York,5,2,Moderate,business,9,0,4,2,female div/dep/mar,none,4,no known property,2,none,for free,2,high qualif/self emp/mgmt,1,yes,NO,9,2,female,BAD
Pennsylvania,2,0,Bad,radio/tv,1,0,0,1,female div/dep/mar,none,1,life insurance,2,none,own,2,skilled,1,none,NO,2,1,female,GOOD
Tennessee,4,0,Good,radio/tv,0,0,0,4,unknown,none,4,life insurance,2,none,own,1,skilled,1,none,YES,1,2,unknown,GOOD
Texas,0,1,Bad,new car,4,0,2,3,male single,none,2,real estate,2,none,rent,2,unskilled resident,2,none,NO,0,0,male,GOOD
Texas,0,4,Good,furniture/equipment,6,0,2,2,male mar/wid,unknown,4,car,1,none,own,1,skilled,1,none,NO,0,0,male,BAD
Texas,6,2,Good,furniture/equipment,9,1,1,4,male single,co applicant,1,no known property,2,none,rent,1,high qualif/self emp/mgmt,1,yes,YES,9,2,male,BAD
Texas,2,4,Bad,furniture/equipment,3,0,3,4,male single,none,-1,life insurance,2,none,own,2,skilled,1,none,NO,3,1,male,GOOD
Arizona,5,2,Good,radio/tv,4,0,4,4,male mar/wid,guarantor,2,real estate,2,unknown,own,1,unskilled resident,1,none,YES,5,2,male,BAD
California,6,0,Bad,other,2,1,4,2,male div/sep,none,4,car,2,unknown,own,2,skilled,2,yes,YES,8,3,male,GOOD
California,1,4,Moderate,new car,6,0,0,4,female div/dep/mar,none,1,life insurance,2,none,own,1,skilled,1,none,YES,1,1,female,GOOD
California,1,6,Good,used car,8,0,4,2,male single,none,4,no known property,3,none,for free,-1,skilled,2,none,NO,1,1,male,GOOD
Georgia,6,0,Moderate,radio/tv,4,1,0,-1,male div/sep,none,4,no known property,3,none,own,1,skilled,1,none,NO,9,3,male,BAD
Illinois,4,4,Bad,radio/tv,1,1,1,4,male single,none,4,no known property,2,bank,own,2,skilled,2,none,NO,4,2,male,BAD
Indiana,0,4,Good,new car,1,0,0,4,unknown,none,4,life insurance,1,none,rent,-1,skilled,1,none,YES,0,0,unknown,GOOD
Louisiana,2,1,Good,new car,1,0,2,4,male single,guarantor,4,life insurance,2,none,own,1,unskilled resident,1,none,NO,3,1,male,GOOD
Michigan,6,2,Bad,used car,5,1,2,2,male single,none,2,car,2,none,own,1,skilled,1,yes,NO,9,3,male,GOOD
Missouri,5,2,Good,new car,4,1,0,1,male single,none,2,life insurance,2,unknown,own,1,high qualif/self emp/mgmt,2,yes,NO,6,2,male,BAD
New Jersey,2,4,Good,radio/tv,4,0,2,4,unknown,none,2,life insurance,2,unknown,unknown,1,unknown,1,none,NO,5,1,unknown,BAD
New Jersey,2,7,Good,other,9,0,4,4,male single,none,2,car,3,none,own,1,unknown,1,yes,NO,9,1,male,GOOD
Nevada,2,1,Good,new car,0,0,3,4,male single,none,2,real estate,2,none,own,1,skilled,1,none,YES,1,1,male,BAD
New York,2,6,Good,used car,8,0,2,2,unknown,none,2,no known property,2,none,for free,-1,high qualif/self emp/mgmt,1,yes,NO,7,1,unknown,BAD
Pennsylvania,6,2,Good,business,6,0,0,2,male single,none,4,life insurance,2,unknown,rent,1,unknown,1,unknown,YES,9,3,male,BAD
Tennessee,5,1,Moderate,radio/tv,0,0,2,4,male mar/wid,co applicant,4,real estate,1,none,rent,2,skilled,1,unknown,YES,2,2,male,GOOD
Texas,2,4,Good,new car,4,0,1,4,male single,none,1,life insurance,3,none,own,1,skilled,1,none,YES,5,1,male,GOOD
Texas,1,0,Bad,new car,0,0,3,4,female div/dep/mar,none,3,life insurance,2,none,own,2,skilled,1,none,NO,1,0,female,BAD
Texas,0,0,Bad,new car,2,0,1,2,male single,none,4,real estate,2,none,unknown,1,unskilled resident,2,none,YES,0,0,male,GOOD
Arizona,2,6,Bad,furniture/equipment,9,0,1,2,female div/dep/mar,none,4,life insurance,1,unknown,rent,2,skilled,1,yes,NO,8,1,female,BAD
California,1,0,Good,new car,1,1,4,3,male single,none,2,life insurance,3,none,own,1,skilled,1,yes,NO,1,1,male,GOOD
California,2,0,Bad,other,0,0,4,4,male single,none,4,no known property,2,none,for free,2,skilled,1,none,YES,2,1,male,GOOD
California,2,4,Bad,repairs,4,0,4,3,male single,unknown,4,no known property,3,none,for free,2,skilled,1,none,YES,5,1,male,GOOD
Georgia,0,2,Good,radio/tv,6,0,0,2,female div/dep/mar,none,2,real estate,1,none,own,1,skilled,1,none,YES,0,0,female,BAD
Illinois,0,7,Moderate,furniture/equipment,9,0,2,3,male single,none,4,no known property,2,none,for free,-1,skilled,2,none,YES,1,1,male,GOOD
Indiana,2,4,Good,other,7,0,3,3,female div/dep/mar,none,4,car,2,none,own,1,skilled,1,none,NO,7,1,female,BAD
Louisiana,4,2,Good,radio/tv,1,0,2,4,unknown,guarantor,4,real estate,2,none,own,1,unskilled resident,1,none,YES,2,2,unknown,BAD
Maryland,6,5,Good,used car,9,0,1,2,male single,none,3,no known property,2,none,own,2,skilled,1,none,YES,9,2,male,GOOD
Michigan,2,2,Bad,education,2,0,2,4,female div/dep/mar,none,3,car,2,unknown,own,1,unknown,1,none,YES,3,1,female,BAD
Missouri,2,0,Bad,radio/tv,2,0,3,2,male single,none,-1,real estate,3,none,own,2,unknown,2,none,NO,3,1,male,GOOD
Nevada,2,0,Good,new car,0,0,1,3,male single,none,4,real estate,3,none,own,1,unknown,2,yes,YES,1,1,male,GOOD
New York,4,6,Good,education,4,0,3,3,male single,none,1,no known property,2,none,own,2,skilled,2,none,NO,5,2,male,GOOD
Pennsylvania,5,2,Good,new car,6,1,0,2,female div/dep/mar,none,-1,car,2,none,rent,2,skilled,1,yes,YES,6,2,female,BAD
Tennessee,2,1,Moderate,used car,2,0,2,4,male mar/wid,none,4,real estate,3,none,rent,1,skilled,1,none,YES,3,1,male,GOOD
Texas,2,4,Good,radio/tv,2,0,3,4,male mar/wid,none,3,life insurance,2,none,own,1,skilled,1,yes,YES,3,1,male,GOOD
Texas,2,4,Good,radio/tv,6,0,1,4,male single,none,2,car,1,none,own,2,skilled,1,none,NO,6,1,male,BAD
Texas,6,4,Bad,education,5,0,1,2,male div/sep,none,1,no known property,2,none,rent,1,skilled,1,none,NO,9,3,male,BAD
Texas,2,0,Good,new car,2,0,0,-1,female div/dep/mar,none,-1,life insurance,4,unknown,own,1,high qualif/self emp/mgmt,1,unknown,NO,3,1,female,BAD
California,5,2,Bad,furniture/equipment,7,0,4,3,female div/dep/mar,none,4,life insurance,2,none,unknown,1,skilled,1,yes,YES,7,2,female,GOOD
California,0,7,Moderate,new car,9,0,4,4,male single,none,4,no known property,3,bank,for free,1,high qualif/self emp/mgmt,1,none,YES,1,1,male,BAD
Georgia,6,2,Good,furniture/equipment,6,0,1,1,female div/dep/mar,none,1,life insurance,3,stores,own,1,unskilled resident,1,none,YES,8,2,female,BAD
Illinois,5,1,Good,radio/tv,2,0,1,1,male mar/wid,none,1,real estate,1,none,rent,-1,skilled,1,none,NO,4,2,male,GOOD
Indiana,2,4,Moderate,new car,3,0,4,4,male single,none,4,no known property,3,none,for free,2,unknown,1,yes,NO,4,1,male,GOOD
Louisiana,1,6,Good,furniture/equipment,8,0,4,4,male single,none,4,life insurance,2,none,own,1,skilled,1,none,NO,5,1,male,GOOD
Maryland,6,2,Good,furniture/equipment,6,0,2,2,male single,none,1,no known property,2,none,own,1,unskilled resident,2,none,NO,9,3,male,BAD
Michigan,2,1,Bad,new car,1,0,4,4,male single,none,4,real estate,3,none,own,2,unskilled resident,1,unknown,NO,3,1,male,BAD
Missouri,2,4,Moderate,new car,2,0,0,4,male single,none,2,real estate,3,none,for free,2,skilled,2,none,YES,2,1,male,GOOD
New Jersey,2,2,Bad,new car,3,0,2,4,female div/dep/mar,none,4,car,2,none,own,1,skilled,1,yes,YES,4,1,female,BAD
Nevada,2,4,Good,radio/tv,2,0,3,-1,male single,unknown,1,car,2,bank,own,1,skilled,2,none,NO,3,1,male,BAD
New York,2,1,Good,radio/tv,0,0,2,4,female div/dep/mar,none,-1,real estate,1,bank,own,1,unskilled resident,1,none,YES,1,1,female,BAD
Pennsylvania,2,7,Bad,used car,9,0,3,2,male single,none,1,no known property,2,none,for free,2,unknown,1,yes,NO,9,1,male,GOOD
Texas,2,1,Bad,other,1,0,3,4,female div/dep/mar,none,4,real estate,1,none,unknown,2,skilled,1,none,NO,2,1,female,GOOD
Texas,2,0,Good,radio/tv,3,0,4,2,male single,none,4,life insurance,3,bank,own,1,unskilled resident,2,none,YES,4,1,male,GOOD
Texas,0,7,Good,radio/tv,4,0,3,1,male mar/wid,guarantor,1,real estate,2,none,own,2,skilled,1,yes,YES,0,0,male,BAD
California,6,1,Bad,other,3,1,1,4,male single,none,1,car,2,unknown,own,1,skilled,1,none,YES,5,2,male,GOOD
California,5,0,Good,education,1,0,3,4,female div/dep/mar,none,4,life insurance,4,none,own,2,high qualif/self emp/mgmt,1,yes,YES,3,2,female,BAD
Illinois,4,1,Moderate,radio/tv,2,0,1,2,male single,none,1,car,1,stores,own,1,skilled,1,none,YES,3,2,male,BAD
Indiana,4,2,Moderate,new car,4,1,0,3,female div/dep/mar,none,3,car,2,none,own,2,skilled,1,none,YES,6,2,female,GOOD
Louisiana,2,4,Moderate,new car,4,0,2,1,female div/dep/mar,none,4,life insurance,2,bank,own,2,skilled,1,unknown,NO,5,1,female,GOOD
Maryland,0,4,Good,furniture/equipment,7,0,3,3,male single,none,4,no known property,2,bank,own,1,skilled,1,none,YES,0,0,male,GOOD
Michigan,5,2,Bad,furniture/equipment,3,0,1,-1,male single,none,-1,real estate,2,none,own,2,unskilled resident,1,none,NO,4,2,male,GOOD
Missouri,0,4,Moderate,used car,6,0,4,4,male single,none,-1,no known property,3,bank,for free,1,skilled,2,yes,YES,0,0,male,GOOD
New Jersey,2,4,Moderate,other,2,0,3,4,male single,guarantor,4,car,1,bank,rent,1,unknown,1,none,YES,2,1,male,GOOD
Nevada,6,0,Moderate,radio/tv,0,0,1,2,female div/dep/mar,none,1,life insurance,2,bank,own,1,skilled,1,none,NO,6,3,female,GOOD
New York,4,6,Good,new car,9,0,2,1,male single,none,4,no known property,2,none,for free,1,skilled,1,yes,NO,9,2,male,BAD
Pennsylvania,4,2,Moderate,business,8,0,2,4,male single,unknown,2,life insurance,2,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,7,2,male,GOOD
Texas,5,4,Moderate,radio/tv,2,1,3,3,female div/dep/mar,none,2,life insurance,1,none,rent,2,skilled,1,yes,YES,4,2,female,GOOD
Texas,1,1,Good,new car,2,0,0,2,male div/sep,unknown,-1,no known property,2,none,own,1,skilled,1,none,NO,0,0,male,GOOD
Texas,2,4,Bad,radio/tv,4,0,4,2,male single,none,2,car,2,none,own,1,skilled,1,none,NO,5,1,male,GOOD
California,5,7,Good,other,7,0,3,4,male single,unknown,1,car,3,none,own,2,skilled,2,yes,YES,7,2,male,GOOD
Illinois,0,7,Good,radio/tv,9,0,2,3,female div/dep/mar,none,2,car,2,none,own,1,skilled,1,yes,NO,1,1,female,GOOD
Maryland,2,2,Good,furniture/equipment,6,0,0,4,unknown,unknown,4,real estate,1,none,rent,1,unskilled resident,1,yes,NO,4,1,unknown,GOOD
Michigan,2,6,Moderate,radio/tv,8,0,3,-1,male single,co applicant,2,car,2,none,own,1,skilled,1,unknown,YES,8,1,male,GOOD
Missouri,2,2,Good,used car,8,0,0,2,female div/dep/mar,none,-1,life insurance,2,none,rent,1,high qualif/self emp/mgmt,1,yes,NO,8,1,female,GOOD
Nevada,0,2,Good,other,0,0,2,4,female div/dep/mar,none,4,life insurance,2,none,unknown,1,unknown,1,none,NO,0,0,female,GOOD
New York,4,0,Good,radio/tv,1,0,4,4,male single,none,4,no known property,2,none,own,2,unskilled resident,1,none,NO,2,2,male,BAD
Pennsylvania,2,2,Bad,furniture/equipment,6,0,3,2,female div/dep/mar,co applicant,3,no known property,1,bank,own,2,skilled,1,none,YES,6,1,female,GOOD
Texas,6,1,Good,radio/tv,6,0,3,2,female div/dep/mar,none,1,real estate,2,none,own,1,skilled,1,none,NO,6,2,female,BAD
Texas,2,4,Bad,education,3,0,2,3,female div/dep/mar,none,2,car,2,none,unknown,2,skilled,1,yes,YES,4,1,female,GOOD
Texas,6,6,Bad,new car,6,0,1,-1,male div/sep,none,-1,no known property,2,none,own,2,skilled,1,none,YES,6,2,male,GOOD
California,2,4,Good,other,0,0,1,4,male mar/wid,none,-1,car,2,none,own,2,unskilled resident,1,none,NO,2,1,male,BAD
Illinois,4,2,Bad,new car,1,0,4,3,male single,guarantor,3,real estate,2,bank,own,2,skilled,1,unknown,YES,2,2,male,GOOD
Maryland,4,1,Bad,new car,6,0,0,1,male single,none,3,real estate,3,bank,own,2,unknown,2,none,NO,6,2,male,BAD
Michigan,2,0,Good,furniture/equipment,2,0,2,4,female div/dep/mar,none,2,real estate,2,none,rent,1,skilled,1,none,YES,3,1,female,GOOD
Missouri,5,6,Good,repairs,5,0,1,4,male single,none,1,no known property,2,none,rent,1,unskilled resident,1,none,NO,6,2,male,GOOD
Nevada,2,1,Good,new car,4,0,4,4,female div/dep/mar,none,4,no known property,3,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,4,1,female,BAD
