location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
San Francisco,California,797.21,24.0,unknown,furniture/equipment,2315.0,98.87,unknown,2,unknown,none,4,car,26,none,own,1,skilled,1,none,YES,1995,3,BAD
Los Angeles,California,137.41,12.0,existing paid,unknown,685.0,38.95,4<=X<7,2,male mar/wid,none,3,car,25,bank,own,1,unskilled resident,1,none,YES,1995,3,GOOD
Sacramento,California,4365.37,4.0,existing paid,new car,1494.0,0.0,<1,1,male single,none,-1,no known property,29,none,own,1,unskilled resident,2,unknown,YES,1995,3,GOOD
Sacramento,California,-5992.61,36.0,all paid,furniture/equipment,2746.0,27.23,>=7,4,male single,unknown,4,car,31,bank,own,1,unknown,1,none,NO,1995,3,GOOD
Other,California,-3145.9,12.0,existing paid,furniture/equipment,708.0,0.0,unknown,2,male single,guarantor,3,life insurance,38,unknown,own,1,unskilled resident,2,unknown,NO,1995,3,GOOD
San Diego,California,77.88,24.0,existing paid,furniture/equipment,2315.0,0.0,1<=X<4,1,female div/dep/mar,none,4,life insurance,48,none,own,1,unknown,1,yes,YES,1995,3,GOOD
San Francisco,California,0.0,12.0,unknown,education,701.0,0.0,1<=X<4,4,male single,none,2,car,32,none,own,2,skilled,1,none,YES,1995,3,BAD
Other,Colorado,-3417.74,15.0,delayed previously,furniture/equipment,3643.0,16.7,>=7,1,female div/dep/mar,none,-1,life insurance,27,none,own,2,unskilled resident,1,none,YES,1995,3,BAD
Other,Colorado,122.0,30.0,critical/other existing credit,unknown,4249.0,90.83,unemployed,4,male mar/wid,none,2,car,28,none,unknown,2,high qualif/self emp/mgmt,1,none,YES,1995,3,GOOD
Other,Connecticut,-4562.14,24.0,existing paid,radio/tv,1938.0,17.04,<1,4,male div/sep,none,3,life insurance,32,none,unknown,1,skilled,1,none,YES,1995,3,BAD
Other,District of Columbia,-3923.01,24.0,existing paid,used car,2910.0,74.32,4<=X<7,2,unknown,unknown,1,no known property,34,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1995,3,GOOD
Other,Georgia,-7400.92,18.0,unknown,furniture/equipment,2659.0,5806.39,1<=X<4,4,male single,none,2,car,28,none,unknown,1,skilled,1,none,YES,1995,3,GOOD
Other,Georgia,0.0,18.0,critical/other existing credit,new car,1028.0,0.0,1<=X<4,4,female div/dep/mar,unknown,3,real estate,36,none,own,2,skilled,1,none,NO,1995,3,BAD
Other,Georgia,-3324.64,8.0,critical/other existing credit,new car,3398.0,61.33,4<=X<7,1,unknown,none,4,real estate,39,none,own,2,unskilled resident,1,none,NO,1995,3,BAD
Fulton,Georgia,0.0,12.0,critical/other existing credit,furniture/equipment,2315.0,0.0,>=7,2,male single,none,4,life insurance,49,none,rent,1,skilled,1,yes,NO,1995,3,BAD
Fulton,Georgia,0.0,24.0,existing paid,new car,1525.0,0.0,4<=X<7,4,female div/dep/mar,unknown,3,car,34,none,own,1,skilled,2,yes,YES,1995,4,GOOD
Cook,Illinois,6300.38,36.0,existing paid,radio/tv,4473.0,46.6,>=7,4,male single,none,2,car,31,none,own,1,skilled,1,none,YES,1995,4,GOOD
Jefferson,Kentucky,94.48,6.0,existing paid,radio/tv,1068.0,73.19,>=7,4,male single,none,4,car,28,none,own,1,skilled,2,none,YES,1995,4,GOOD
Other,Louisiana,-8908.55,24.0,critical/other existing credit,used car,6615.0,58.88,unknown,2,male single,none,4,no known property,75,none,unknown,2,high qualif/self emp/mgmt,1,yes,NO,1995,4,BAD
Other,Louisiana,0.0,18.0,critical/other existing credit,education,1864.0,0.0,1<=X<4,4,unknown,none,2,real estate,30,none,own,2,skilled,1,unknown,YES,1995,4,GOOD
Jefferson,Louisiana,106.45,60.0,existing paid,new car,7408.0,479.08,<1,4,unknown,none,2,no known property,24,none,own,1,high qualif/self emp/mgmt,1,none,NO,1995,4,GOOD
Orleans,Louisiana,0.0,48.0,critical/other existing credit,used car,11590.0,0.0,1<=X<4,2,female div/dep/mar,none,4,car,24,bank,rent,-1,unskilled resident,1,none,YES,1995,4,GOOD
Other,Maryland,-1018.74,6.0,critical/other existing credit,furniture/equipment,3384.0,98.78,1<=X<4,1,male div/sep,none,4,real estate,44,none,rent,1,high qualif/self emp/mgmt,1,unknown,YES,1995,4,BAD
Baltimore city,Maryland,145.59,13.0,existing paid,radio/tv,2101.0,66.57,<1,2,female div/dep/mar,guarantor,4,life insurance,23,none,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,Michigan,-6090.13,15.0,existing paid,domestic appliance,2315.0,0.0,1<=X<4,4,female div/dep/mar,none,2,car,24,unknown,rent,1,skilled,1,none,NO,1995,4,BAD
Wayne,Michigan,-5498.76,24.0,existing paid,furniture/equipment,4169.0,68.48,1<=X<4,4,male single,unknown,-1,life insurance,28,unknown,own,1,skilled,1,none,NO,1995,4,GOOD
Other,Missouri,103.39,10.0,existing paid,furniture/equipment,2315.0,93.87,1<=X<4,4,male div/sep,none,2,car,31,unknown,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,Missouri,163.9,24.0,critical/other existing credit,education,5743.0,45.64,<1,2,female div/dep/mar,none,4,no known property,33,none,for free,2,skilled,1,yes,YES,1995,4,BAD
Other,Missouri,-6405.45,21.0,existing paid,furniture/equipment,2315.0,59.79,4<=X<7,1,female div/dep/mar,none,4,car,33,none,rent,1,unskilled resident,1,none,NO,1995,4,GOOD
Other,Mississippi,193.31,18.0,existing paid,radio/tv,3213.0,0.0,<1,1,male mar/wid,none,3,real estate,25,none,rent,1,skilled,1,none,NO,1995,4,GOOD
Other,Mississippi,116.75,18.0,existing paid,unknown,4439.0,65.84,>=7,1,male single,co applicant,1,real estate,33,bank,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,4,GOOD
Other,North Carolina,2557.93,10.0,existing paid,new car,3949.0,0.75,<1,1,male single,unknown,-1,life insurance,37,none,own,1,unknown,2,none,NO,1995,4,GOOD
Other,North Carolina,0.0,15.0,critical/other existing credit,radio/tv,1459.0,0.0,1<=X<4,4,female div/dep/mar,none,2,car,43,none,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,North Carolina,134.6,18.0,critical/other existing credit,radio/tv,882.0,0.0,<1,4,male single,unknown,4,real estate,23,none,own,2,skilled,1,none,YES,1995,4,BAD
Other,New Hampshire,155.32,24.0,existing paid,radio/tv,3758.0,623.93,unemployed,1,female div/dep/mar,none,-1,no known property,23,none,rent,1,unemp/unskilled non res,1,none,NO,1995,4,BAD
Other,New Jersey,0.0,6.0,delayed previously,business,1743.0,0.0,1<=X<4,-1,male single,none,2,real estate,34,none,unknown,2,unskilled resident,1,none,YES,1995,4,GOOD
Other,New Jersey,68.16,9.0,critical/other existing credit,education,1136.0,0.0,>=7,4,male single,none,3,no known property,32,none,for free,-1,unknown,2,unknown,NO,1995,4,GOOD
Other,New Jersey,0.0,9.0,existing paid,domestic appliance,1236.0,0.0,<1,1,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,yes,YES,1995,4,BAD
Other,New Jersey,9.39,9.0,existing paid,furniture/equipment,2315.0,83.12,1<=X<4,1,female div/dep/mar,none,-1,no known property,29,none,own,1,skilled,1,none,YES,1995,4,BAD
Essex,New Jersey,0.0,18.0,critical/other existing credit,used car,3229.0,0.0,unemployed,2,male single,none,-1,no known property,38,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,1995,4,GOOD
Other,New Mexico,-5039.28,12.0,no credits/all paid,radio/tv,2315.0,84.14,1<=X<4,4,male single,none,2,no known property,28,none,rent,-1,skilled,1,yes,NO,1995,4,GOOD
Clark,Nevada,0.0,10.0,existing paid,education,727.0,0.0,>=7,4,male single,none,4,no known property,33,none,for free,1,skilled,1,yes,YES,1995,4,GOOD
Other,Nevada,0.0,24.0,existing paid,new car,1246.0,0.0,<1,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,New York,0.0,12.0,critical/other existing credit,radio/tv,2331.0,0.0,>=7,1,male single,unknown,4,real estate,49,none,own,1,skilled,1,yes,NO,1995,5,GOOD
Other,New York,0.0,36.0,delayed previously,radio/tv,2315.0,0.0,1<=X<4,4,male single,none,2,no known property,33,none,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,5,GOOD
Other,New York,0.0,12.0,existing paid,radio/tv,776.0,0.0,1<=X<4,4,male mar/wid,none,2,real estate,28,none,unknown,1,skilled,1,none,NO,1995,5,BAD
New York,New York,-4887.82,30.0,existing paid,furniture/equipment,2406.0,32.57,unknown,4,female div/dep/mar,none,4,real estate,23,none,unknown,1,skilled,1,none,NO,1995,5,GOOD
Other,New York,85.71,18.0,existing paid,education,1239.0,0.0,1<=X<4,4,male single,none,4,no known property,61,unknown,unknown,1,skilled,1,unknown,NO,1995,5,BAD
Other,New York,0.0,12.0,existing paid,radio/tv,3399.0,0.0,unknown,2,male single,none,3,no known property,37,none,own,1,high qualif/self emp/mgmt,1,none,YES,1995,5,GOOD
Other,Ohio,9712.82,12.0,unknown,new car,2247.0,5.02,1<=X<4,2,female div/dep/mar,none,2,car,36,stores,own,2,skilled,1,unknown,NO,1995,5,BAD
Other,Ohio,0.0,6.0,existing paid,furniture/equipment,1766.0,0.0,1<=X<4,-1,male mar/wid,unknown,2,life insurance,21,none,rent,-1,skilled,1,none,YES,1995,5,GOOD
Other,Ohio,-3712.31,18.0,existing paid,furniture/equipment,2473.0,0.0,unemployed,4,male single,none,-1,car,25,none,unknown,1,unemp/unskilled non res,1,none,YES,1995,5,GOOD
Other,Ohio,0.0,12.0,unknown,business,1542.0,0.0,4<=X<7,2,male single,none,4,car,36,unknown,own,1,skilled,1,yes,NO,1995,5,GOOD
Other,Ohio,0.0,18.0,critical/other existing credit,used car,3850.0,0.0,4<=X<7,3,male single,none,1,no known property,27,none,own,2,skilled,1,none,YES,1995,5,GOOD
Other,Ohio,0.0,18.0,existing paid,furniture/equipment,3650.0,0.0,<1,1,female div/dep/mar,none,4,car,33,none,rent,1,skilled,1,none,NO,1995,5,GOOD
Other,Pennsylvania,-1319.16,36.0,existing paid,furniture/equipment,3446.0,35.38,>=7,4,male single,unknown,2,car,33,none,own,-1,skilled,2,none,YES,1995,5,GOOD
Philadelphia,Pennsylvania,94.62,18.0,existing paid,furniture/equipment,3001.0,0.0,4<=X<7,-1,female div/dep/mar,unknown,4,real estate,40,none,rent,1,skilled,1,unknown,NO,1995,5,BAD
Other,South Carolina,0.0,36.0,existing paid,new car,3079.0,0.0,1<=X<4,4,male single,none,4,real estate,36,none,own,1,skilled,1,none,YES,1995,5,GOOD
Other,South Carolina,0.0,18.0,critical/other existing credit,radio/tv,6070.0,0.0,>=7,3,male single,none,4,car,33,none,own,2,skilled,1,yes,NO,1995,5,BAD
Other,South Carolina,0.0,10.0,critical/other existing credit,furniture/equipment,2146.0,0.0,<1,-1,female div/dep/mar,none,3,real estate,23,unknown,rent,2,skilled,1,none,NO,1995,5,GOOD
Other,South Carolina,0.0,60.0,critical/other existing credit,new car,13756.0,0.0,>=7,2,male single,none,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,YES,1995,5,GOOD
Other,South Carolina,17.17,60.0,all paid,other,14782.0,179.18,>=7,3,female div/dep/mar,none,-1,no known property,60,bank,for free,-1,high qualif/self emp/mgmt,1,yes,YES,1995,5,GOOD
Other,Tennessee,-1282.34,48.0,all paid,business,7685.0,17.26,4<=X<7,2,female div/dep/mar,guarantor,4,car,37,none,rent,1,skilled,1,none,NO,1995,5,BAD
Shelby,Tennessee,0.0,18.0,delayed previously,radio/tv,2315.0,0.0,unknown,2,male mar/wid,unknown,3,real estate,34,none,own,-1,skilled,1,unknown,YES,1995,5,BAD
Other,Texas,0.0,7.0,delayed previously,unknown,2315.0,0.0,unknown,3,male single,none,4,no known property,36,none,for free,1,skilled,1,none,YES,1995,5,BAD
Harris,Texas,40.41,36.0,existing paid,new car,14318.0,19.21,>=7,-1,male single,none,-1,no known property,57,unknown,for free,1,high qualif/self emp/mgmt,1,unknown,YES,1995,5,BAD
Other,Texas,0.0,6.0,critical/other existing credit,new car,362.0,0.0,1<=X<4,4,female div/dep/mar,none,4,car,33,none,own,2,unskilled resident,1,none,YES,1995,5,GOOD
Other,Texas,-4951.09,20.0,existing paid,furniture/equipment,2212.0,0.0,4<=X<7,4,male single,none,-1,car,39,none,own,1,skilled,1,yes,NO,1995,5,GOOD
Other,Texas,16.25,18.0,existing paid,used car,12976.0,15.8,unemployed,-1,unknown,unknown,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1995,5,BAD
Dallas,Texas,0.0,22.0,existing paid,unknown,1283.0,0.0,4<=X<7,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,YES,1995,5,BAD
Harris,Texas,6548.27,12.0,existing paid,new car,1330.0,41.97,<1,4,male single,none,1,real estate,26,none,own,1,skilled,1,none,NO,1995,5,GOOD
Bexar,Texas,0.0,30.0,delayed previously,business,4272.0,0.0,unknown,2,male single,unknown,2,life insurance,26,none,own,2,unskilled resident,1,none,NO,1995,5,GOOD
Other,Virginia,0.0,18.0,critical/other existing credit,radio/tv,2238.0,0.0,1<=X<4,2,female div/dep/mar,none,1,car,25,unknown,own,2,unknown,1,none,YES,1995,5,GOOD
Norfolk,Virginia,0.0,18.0,existing paid,unknown,1126.0,0.0,unknown,4,unknown,none,2,real estate,21,none,rent,1,skilled,1,yes,NO,1995,5,BAD
Other,Virginia,5.42,18.0,critical/other existing credit,furniture/equipment,2315.0,35.21,unknown,4,male single,none,4,no known property,40,stores,own,-1,unknown,1,yes,YES,1995,6,BAD
Other,Wisconsin,7.52,15.0,critical/other existing credit,business,2326.0,0.0,1<=X<4,2,male single,none,4,car,27,bank,own,1,skilled,1,none,YES,1995,6,BAD
Maricopa,Arizona,0.0,9.0,existing paid,business,1449.0,0.0,4<=X<7,3,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,NO,1995,6,GOOD
Alameda,California,0.0,18.0,existing paid,new car,1820.0,0.0,1<=X<4,2,male mar/wid,none,-1,no known property,30,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1995,6,GOOD
Los Angeles,California,94.64,12.0,existing paid,furniture/equipment,983.0,7709.45,<1,1,unknown,none,4,real estate,19,none,rent,1,unskilled resident,1,unknown,YES,1995,6,BAD
Los Angeles,California,-4316.81,36.0,existing paid,new car,3249.0,58.43,4<=X<7,2,male single,none,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,YES,1995,6,GOOD
Los Angeles,California,-9454.08,6.0,critical/other existing credit,radio/tv,1957.0,33.62,4<=X<7,1,female div/dep/mar,none,4,car,31,unknown,own,1,skilled,1,none,YES,1995,6,BAD
Los Angeles,California,0.0,9.0,critical/other existing credit,furniture/equipment,2406.0,0.0,unemployed,2,male single,none,3,car,31,none,own,-1,high qualif/self emp/mgmt,1,none,YES,1995,6,GOOD
Sacramento,California,83.64,39.0,delayed previously,education,11760.0,450.89,4<=X<7,2,unknown,none,3,no known property,32,none,rent,1,skilled,1,unknown,YES,1995,6,GOOD
Other,California,-6338.95,12.0,existing paid,furniture/equipment,2578.0,83.42,unemployed,3,female div/dep/mar,none,4,no known property,55,none,for free,1,high qualif/self emp/mgmt,1,unknown,YES,1995,6,GOOD
San Diego,California,-6143.29,36.0,critical/other existing credit,furniture/equipment,2348.0,28.22,1<=X<4,3,male mar/wid,unknown,-1,life insurance,46,none,own,2,skilled,1,yes,NO,1995,6,GOOD
San Francisco,California,115.65,12.0,existing paid,new car,1223.0,29.79,>=7,1,male div/sep,none,1,real estate,46,unknown,rent,2,skilled,1,none,YES,1995,6,BAD
Other,District of Columbia,0.0,18.0,critical/other existing credit,radio/tv,1516.0,0.0,1<=X<4,-1,female div/dep/mar,none,1,real estate,43,none,own,2,unskilled resident,1,none,NO,1995,6,GOOD
Other,Georgia,0.0,18.0,existing paid,radio/tv,1473.0,0.0,<1,3,male mar/wid,unknown,4,real estate,39,none,own,1,unknown,1,unknown,YES,1995,6,GOOD
Other,Georgia,22.83,18.0,critical/other existing credit,business,2315.0,0.0,1<=X<4,-1,male mar/wid,none,4,real estate,28,unknown,own,2,skilled,1,none,NO,1995,6,GOOD
Other,Georgia,0.0,18.0,delayed previously,business,8648.0,0.0,<1,2,male single,none,-1,car,33,unknown,unknown,2,unknown,1,yes,NO,1995,6,GOOD
Fulton,Georgia,0.0,14.0,delayed previously,new car,802.0,0.0,unknown,4,male single,none,2,car,27,none,own,2,unskilled resident,1,unknown,YES,1995,6,GOOD
Fulton,Georgia,195.71,18.0,delayed previously,new car,2899.0,0.0,unknown,4,male single,none,4,car,43,none,own,1,skilled,2,none,YES,1995,6,GOOD
Cook,Illinois,195.91,24.0,unknown,radio/tv,2039.0,0.0,unknown,1,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,yes,NO,1995,6,GOOD
Marion,Indiana,0.0,18.0,critical/other existing credit,used car,2197.0,0.0,4<=X<7,4,unknown,none,4,car,43,unknown,own,2,skilled,2,yes,NO,1995,6,BAD
Jefferson,Kentucky,-2070.55,15.0,existing paid,radio/tv,2315.0,76.64,<1,4,male mar/wid,none,-1,real estate,27,unknown,own,1,unknown,1,none,NO,1995,6,GOOD
Other,Louisiana,0.0,24.0,existing paid,radio/tv,3235.0,0.0,>=7,3,male div/sep,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1995,6,BAD
Orleans,Louisiana,5427.63,12.0,critical/other existing credit,new car,939.0,671.95,4<=X<7,4,male mar/wid,none,2,no known property,28,none,own,3,skilled,1,yes,YES,1995,6,BAD
Other,Massachusetts,192.07,24.0,existing paid,radio/tv,1967.0,37.69,>=7,4,female div/dep/mar,none,4,no known property,20,unknown,own,1,skilled,1,unknown,YES,1995,6,GOOD
Baltimore city,Maryland,0.0,33.0,critical/other existing credit,used car,7253.0,0.0,4<=X<7,3,male single,none,2,car,33,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,6,BAD
Wayne,Michigan,0.0,12.0,critical/other existing credit,business,2292.0,0.0,unemployed,4,male single,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,6,BAD
Other,Missouri,0.0,18.0,existing paid,new car,1597.0,0.0,1<=X<4,3,male single,none,2,no known property,40,none,unknown,1,unknown,2,none,YES,1995,6,BAD
Other,Missouri,-5613.36,24.0,unknown,new car,1381.0,0.0,unknown,4,female div/dep/mar,unknown,2,life insurance,35,none,own,1,skilled,1,none,NO,1995,6,GOOD
Other,Mississippi,0.0,36.0,critical/other existing credit,used car,2315.0,0.0,>=7,2,male single,none,2,life insurance,35,none,own,2,skilled,2,yes,NO,1995,6,BAD
Other,North Carolina,-1850.94,12.0,existing paid,new car,2579.0,37.56,<1,4,male single,none,1,real estate,33,unknown,own,1,unskilled resident,2,none,NO,1995,6,BAD
Other,New Jersey,-4803.59,18.0,delayed previously,education,8471.0,0.0,unknown,1,female div/dep/mar,unknown,2,car,23,none,rent,2,skilled,1,unknown,YES,1995,7,BAD
Other,New Jersey,0.0,21.0,existing paid,new car,2782.0,0.0,4<=X<7,1,female div/dep/mar,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,none,NO,1995,7,GOOD
Other,New Jersey,75.95,18.0,existing paid,new car,1042.0,0.0,1<=X<4,4,female div/dep/mar,none,-1,life insurance,33,unknown,own,1,skilled,1,none,NO,1995,7,GOOD
Essex,New Jersey,0.0,15.0,existing paid,new car,3186.0,0.0,unknown,2,female div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,YES,1995,7,GOOD
Clark,Nevada,141.44,12.0,existing paid,used car,2028.0,0.0,1<=X<4,4,male single,none,2,car,33,unknown,own,1,skilled,1,none,YES,1995,7,GOOD
New York,New York,24.74,12.0,critical/other existing credit,new car,2315.0,7.07,4<=X<7,2,male single,none,3,real estate,47,none,own,2,unknown,2,none,NO,1995,7,GOOD
Other,New York,0.0,18.0,delayed previously,furniture/equipment,1591.0,0.0,4<=X<7,4,male single,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,none,NO,1995,7,GOOD
Other,Ohio,30.0,12.0,existing paid,furniture/equipment,2762.0,0.0,unknown,1,female div/dep/mar,none,2,life insurance,25,bank,own,1,skilled,1,yes,YES,1995,7,BAD
Other,Ohio,183.33,18.0,existing paid,used car,2779.0,87.39,1<=X<4,1,unknown,none,3,car,21,unknown,rent,1,skilled,1,unknown,YES,1995,7,GOOD
Other,Oregon,0.0,28.0,critical/other existing credit,radio/tv,2743.0,0.0,>=7,4,male single,none,2,car,29,none,unknown,2,skilled,1,none,YES,1995,7,GOOD
Other,Pennsylvania,0.0,18.0,unknown,radio/tv,1149.0,0.0,unknown,4,male single,none,3,real estate,46,unknown,own,2,skilled,1,none,NO,1995,7,BAD
Philadelphia,Pennsylvania,0.0,9.0,existing paid,unknown,1313.0,0.0,>=7,1,male single,none,4,car,20,none,own,1,unknown,1,none,YES,1995,7,BAD
Other,South Carolina,-3788.1,18.0,critical/other existing credit,repairs,1190.0,13.37,unemployed,2,female div/dep/mar,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,none,YES,1995,7,GOOD
Other,South Carolina,0.0,5.0,existing paid,unknown,2315.0,0.0,4<=X<7,1,male single,none,-1,real estate,74,none,own,1,unskilled resident,1,none,NO,1995,7,BAD
Other,Tennessee,168.65,24.0,existing paid,other,11328.0,56.29,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,7,GOOD
Shelby,Tennessee,-2941.81,6.0,critical/other existing credit,furniture/equipment,1872.0,47.8,unemployed,4,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,NO,1995,7,GOOD
Other,Texas,0.0,24.0,critical/other existing credit,repairs,2058.0,0.0,1<=X<4,4,male div/sep,unknown,2,real estate,33,none,own,2,skilled,1,yes,NO,1995,7,GOOD
Other,Texas,-9463.67,9.0,existing paid,furniture/equipment,2136.0,0.0,1<=X<4,3,male single,unknown,2,real estate,25,none,own,1,skilled,1,none,NO,1995,7,GOOD
Dallas,Texas,1.11,12.0,existing paid,radio/tv,1484.0,0.0,unknown,2,male mar/wid,unknown,1,real estate,25,none,own,1,skilled,1,yes,NO,1995,7,BAD
Harris,Texas,0.0,6.0,existing paid,repairs,660.0,0.0,4<=X<7,2,male mar/wid,none,4,real estate,23,none,rent,1,unskilled resident,1,none,YES,1995,7,BAD
Bexar,Texas,0.0,24.0,critical/other existing credit,new car,1287.0,0.0,>=7,4,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,NO,1995,7,GOOD
Norfolk,Virginia,-862.49,42.0,critical/other existing credit,repairs,3394.0,96.37,unemployed,4,male single,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,none,YES,1995,7,BAD
Other,Virginia,8529.36,12.0,all paid,business,609.0,65.35,<1,4,female div/dep/mar,none,-1,real estate,26,none,own,1,unemp/unskilled non res,1,none,YES,1995,7,BAD
Other,Wisconsin,0.0,12.0,existing paid,new car,1884.0,0.0,>=7,4,unknown,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,1995,7,GOOD
Maricopa,Arizona,-3497.13,12.0,existing paid,furniture/equipment,2315.0,62.94,unknown,2,female div/dep/mar,co applicant,3,no known property,30,none,own,1,skilled,1,none,YES,1995,7,BAD
Alameda,California,105.82,20.0,delayed previously,other,2629.0,51.43,1<=X<4,2,unknown,none,3,car,29,bank,own,2,skilled,1,yes,NO,1995,7,GOOD
Los Angeles,California,0.0,12.0,existing paid,education,719.0,0.0,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,NO,1995,7,BAD
Los Angeles,California,197.33,48.0,critical/other existing credit,furniture/equipment,5096.0,66.53,1<=X<4,2,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,7,BAD
Sacramento,California,0.0,9.0,critical/other existing credit,education,1244.0,0.0,>=7,4,female div/dep/mar,none,4,life insurance,33,none,rent,2,unskilled resident,1,none,NO,1995,7,GOOD
San Diego,California,-616.99,36.0,existing paid,new car,1842.0,39.36,<1,4,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,YES,1995,7,GOOD
San Francisco,California,44.66,7.0,existing paid,unknown,2576.0,70.0,1<=X<4,2,unknown,guarantor,2,real estate,35,none,own,1,skilled,1,none,NO,1995,7,BAD
Other,District of Columbia,4343.18,12.0,existing paid,furniture/equipment,1424.0,0.0,>=7,3,female div/dep/mar,none,4,real estate,33,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,1995,8,GOOD
Other,Georgia,61.71,18.0,delayed previously,repairs,1512.0,5269.98,1<=X<4,3,unknown,none,3,life insurance,61,stores,unknown,2,skilled,1,none,NO,1995,8,GOOD
Other,Georgia,0.0,36.0,critical/other existing credit,used car,11054.0,0.0,1<=X<4,-1,male single,none,2,car,30,unknown,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,8,BAD
Fulton,Georgia,0.0,18.0,existing paid,radio/tv,518.0,0.0,1<=X<4,3,female div/dep/mar,none,1,real estate,29,none,own,1,skilled,1,none,YES,1995,8,GOOD
Cook,Illinois,0.0,12.0,no credits/all paid,furniture/equipment,2759.0,0.0,>=7,2,male single,none,4,life insurance,34,none,own,2,skilled,1,none,YES,1995,8,GOOD
Marion,Indiana,0.0,24.0,existing paid,used car,2670.0,0.0,>=7,4,male single,none,4,car,35,unknown,unknown,1,high qualif/self emp/mgmt,1,yes,NO,1995,8,GOOD
Orleans,Louisiana,-8908.17,24.0,existing paid,new car,4817.0,50.51,4<=X<7,2,male single,co applicant,3,life insurance,31,none,own,1,skilled,1,yes,NO,1995,8,GOOD
Baltimore city,Maryland,0.0,24.0,unknown,used car,2679.0,0.0,<1,4,unknown,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,8,BAD
Wayne,Michigan,-6832.38,11.0,critical/other existing credit,new car,2315.0,0.0,1<=X<4,2,male single,none,2,real estate,33,none,rent,2,skilled,2,none,YES,1995,8,BAD
Other,Missouri,-6919.2,12.0,existing paid,used car,3386.0,33.9,>=7,-1,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,NO,1995,8,BAD
St. Louis,Missouri,-4746.34,6.0,existing paid,unknown,343.0,39.12,<1,-1,unknown,none,1,real estate,27,none,own,1,skilled,1,unknown,YES,1995,8,GOOD
Other,Mississippi,0.0,18.0,existing paid,radio/tv,4594.0,0.0,<1,3,male single,none,2,car,32,none,own,1,skilled,1,yes,YES,1995,8,BAD
Other,North Carolina,-2858.08,36.0,existing paid,furniture/equipment,3620.0,9.41,1<=X<4,1,male single,guarantor,2,life insurance,37,none,own,1,skilled,2,none,YES,1995,8,BAD
Other,New Jersey,-8901.73,15.0,existing paid,new car,2315.0,0.0,<1,2,male single,none,3,real estate,36,none,own,-1,skilled,1,none,YES,1995,8,GOOD
Essex,New Jersey,113.17,12.0,existing paid,furniture/equipment,3017.0,0.0,<1,3,female div/dep/mar,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,none,YES,1995,8,GOOD
Clark,Nevada,195.88,12.0,existing paid,retraining,2315.0,0.0,>=7,4,male single,none,4,life insurance,38,none,own,2,skilled,1,none,YES,1995,8,GOOD
New York,New York,0.0,18.0,existing paid,business,1950.0,0.0,4<=X<7,4,male single,none,1,car,34,stores,own,2,skilled,1,yes,NO,1995,8,GOOD
Other,New York,-3581.55,24.0,existing paid,used car,2924.0,25.66,1<=X<4,3,male single,unknown,4,no known property,63,bank,unknown,-1,unknown,2,yes,NO,1995,8,BAD
