state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,total,proportion,gender,class
California,137.41,12.0,Good,other,685.0,38.95,3,2,male mar/wid,none,3,car,25,bank,own,1,unskilled resident,1,none,YES,861.36,0.2570845481049563,male,GOOD
California,4365.37,4.0,Good,new car,1494.0,0.0,1,1,male single,none,-1,no known property,29,none,own,1,unskilled resident,2,unknown,YES,5859.37,2.9199799331103677,male,GOOD
California,-5992.61,36.0,Good,furniture/equipment,2746.0,27.23,4,4,male single,unknown,4,car,31,bank,own,1,unknown,1,none,NO,-3219.38,-2.1715981070258463,male,GOOD
California,-3145.9,12.0,Good,furniture/equipment,708.0,0.0,0,2,male single,guarantor,3,life insurance,38,unknown,own,1,unskilled resident,2,unknown,NO,-2437.9,-4.437094499294782,male,GOOD
California,77.88,24.0,Good,furniture/equipment,2315.0,0.0,2,1,female div/dep/mar,none,4,life insurance,48,none,own,1,unknown,1,yes,YES,2392.88,0.03362694300518135,female,GOOD
California,0.0,12.0,Moderate,education,701.0,0.0,2,4,male single,none,2,car,32,none,own,2,skilled,1,none,YES,701.0,0.0,male,BAD
Colorado,-3417.74,15.0,Moderate,furniture/equipment,3643.0,16.7,4,1,female div/dep/mar,none,-1,life insurance,27,none,own,2,unskilled resident,1,none,YES,241.96000000000004,-0.9333260153677277,female,BAD
Colorado,122.0,30.0,Bad,other,4249.0,90.83,0,4,male mar/wid,none,2,car,28,none,unknown,2,high qualif/self emp/mgmt,1,none,YES,4461.83,0.050077647058823525,male,GOOD
Connecticut,-4562.14,24.0,Good,radio/tv,1938.0,17.04,1,4,male div/sep,none,3,life insurance,32,none,unknown,1,skilled,1,none,YES,-2607.1000000000004,-2.344043321299639,male,BAD
District of Columbia,-3923.01,24.0,Good,used car,2910.0,74.32,3,2,unknown,unknown,1,no known property,34,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,-938.69,-1.3221195465475781,unknown,GOOD
Georgia,-7400.92,18.0,Moderate,furniture/equipment,2659.0,5806.39,2,4,male single,none,2,car,28,none,unknown,1,skilled,1,none,YES,1064.4700000000003,-0.5994473684210525,male,GOOD
Georgia,0.0,18.0,Bad,new car,1028.0,0.0,2,4,female div/dep/mar,unknown,3,real estate,36,none,own,2,skilled,1,none,NO,1028.0,0.0,female,BAD
Georgia,-3324.64,8.0,Bad,new car,3398.0,61.33,3,1,unknown,none,4,real estate,39,none,own,2,unskilled resident,1,none,NO,134.69000000000005,-0.9600794351279788,unknown,BAD
Georgia,0.0,12.0,Bad,furniture/equipment,2315.0,0.0,4,2,male single,none,4,life insurance,49,none,rent,1,skilled,1,yes,NO,2315.0,0.0,male,BAD
Georgia,0.0,24.0,Good,new car,1525.0,0.0,3,4,female div/dep/mar,unknown,3,car,34,none,own,1,skilled,2,yes,YES,1525.0,0.0,female,GOOD
Illinois,6300.38,36.0,Good,radio/tv,4473.0,46.6,4,4,male single,none,2,car,31,none,own,1,skilled,1,none,YES,10819.98,1.4186365668305767,male,GOOD
Kentucky,94.48,6.0,Good,radio/tv,1068.0,73.19,4,4,male single,none,4,car,28,none,own,1,skilled,2,none,YES,1235.67,0.15684752104770816,male,GOOD
Louisiana,-8908.55,24.0,Bad,used car,6615.0,58.88,0,2,male single,none,4,no known property,75,none,unknown,2,high qualif/self emp/mgmt,1,yes,NO,-2234.67,-1.33761638452237,male,BAD
Louisiana,0.0,18.0,Bad,education,1864.0,0.0,2,4,unknown,none,2,real estate,30,none,own,2,skilled,1,unknown,YES,1864.0,0.0,unknown,GOOD
Louisiana,106.45,60.0,Good,new car,7408.0,479.08,1,4,unknown,none,2,no known property,24,none,own,1,high qualif/self emp/mgmt,1,none,NO,7993.53,0.07902955864489135,unknown,GOOD
Louisiana,0.0,48.0,Bad,used car,11590.0,0.0,2,2,female div/dep/mar,none,4,car,24,bank,rent,-1,unskilled resident,1,none,YES,11590.0,0.0,female,GOOD
Maryland,-1018.74,6.0,Bad,furniture/equipment,3384.0,98.78,2,1,male div/sep,none,4,real estate,44,none,rent,1,high qualif/self emp/mgmt,1,unknown,YES,2464.04,-0.2717754800590842,male,BAD
Maryland,145.59,13.0,Good,radio/tv,2101.0,66.57,1,2,female div/dep/mar,guarantor,4,life insurance,23,none,own,1,unskilled resident,1,none,YES,2313.16,0.1009324452901998,female,GOOD
Michigan,-6090.13,15.0,Good,domestic appliance,2315.0,0.0,2,4,female div/dep/mar,none,2,car,24,unknown,rent,1,skilled,1,none,NO,-3775.13,-2.629589810017271,female,BAD
Michigan,-5498.76,24.0,Good,furniture/equipment,4169.0,68.48,2,4,male single,unknown,-1,life insurance,28,unknown,own,1,skilled,1,none,NO,-1261.2800000000007,-1.3022254196642686,male,GOOD
Missouri,103.39,10.0,Good,furniture/equipment,2315.0,93.87,2,4,male div/sep,none,2,car,31,unknown,own,1,unskilled resident,1,none,YES,2512.26,0.0851727115716753,male,GOOD
Missouri,163.9,24.0,Bad,education,5743.0,45.64,1,2,female div/dep/mar,none,4,no known property,33,none,for free,2,skilled,1,yes,YES,5952.54,0.03647980501392758,female,BAD
Missouri,-6405.45,21.0,Good,furniture/equipment,2315.0,59.79,3,1,female div/dep/mar,none,4,car,33,none,rent,1,unskilled resident,1,none,NO,-4030.66,-2.739922279792746,female,GOOD
Mississippi,193.31,18.0,Good,radio/tv,3213.0,0.0,1,1,male mar/wid,none,3,real estate,25,none,rent,1,skilled,1,none,NO,3406.31,0.06014623522090853,male,GOOD
Mississippi,116.75,18.0,Good,other,4439.0,65.84,4,1,male single,co applicant,1,real estate,33,bank,own,1,high qualif/self emp/mgmt,1,yes,YES,4621.59,0.041123873873873874,male,GOOD
North Carolina,2557.93,10.0,Good,new car,3949.0,0.75,1,1,male single,unknown,-1,life insurance,37,none,own,1,unknown,2,none,NO,6507.68,0.6477670886075949,male,GOOD
North Carolina,0.0,15.0,Bad,radio/tv,1459.0,0.0,2,4,female div/dep/mar,none,2,car,43,none,own,1,unskilled resident,1,none,YES,1459.0,0.0,female,GOOD
North Carolina,134.6,18.0,Bad,radio/tv,882.0,0.0,1,4,male single,unknown,4,real estate,23,none,own,2,skilled,1,none,YES,1016.6,0.1524348810872027,male,BAD
New Hampshire,155.32,24.0,Good,radio/tv,3758.0,623.93,0,1,female div/dep/mar,none,-1,no known property,23,none,rent,1,unemp/unskilled non res,1,none,NO,4537.25,0.2073024740622506,female,BAD
New Jersey,0.0,6.0,Moderate,business,1743.0,0.0,2,-1,male single,none,2,real estate,34,none,unknown,2,unskilled resident,1,none,YES,1743.0,0.0,male,GOOD
New Jersey,68.16,9.0,Bad,education,1136.0,0.0,4,4,male single,none,3,no known property,32,none,for free,-1,unknown,2,unknown,NO,1204.16,0.05994722955145118,male,GOOD
New Jersey,0.0,9.0,Good,domestic appliance,1236.0,0.0,1,1,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,yes,YES,1236.0,0.0,female,BAD
New Jersey,9.39,9.0,Good,furniture/equipment,2315.0,83.12,2,1,female div/dep/mar,none,-1,no known property,29,none,own,1,skilled,1,none,YES,2407.51,0.03994386873920553,female,BAD
New Jersey,0.0,18.0,Bad,used car,3229.0,0.0,0,2,male single,none,-1,no known property,38,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,3229.0,0.0,male,GOOD
New Mexico,-5039.28,12.0,Moderate,radio/tv,2315.0,84.14,2,4,male single,none,2,no known property,28,none,rent,-1,skilled,1,yes,NO,-2640.1399999999994,-2.1395250431778927,male,GOOD
Nevada,0.0,10.0,Good,education,727.0,0.0,4,4,male single,none,4,no known property,33,none,for free,1,skilled,1,yes,YES,727.0,0.0,male,GOOD
Nevada,0.0,24.0,Good,new car,1246.0,0.0,1,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,YES,1246.0,0.0,male,GOOD
New York,0.0,12.0,Bad,radio/tv,2331.0,0.0,4,1,male single,unknown,4,real estate,49,none,own,1,skilled,1,yes,NO,2331.0,0.0,male,GOOD
New York,0.0,36.0,Moderate,radio/tv,2315.0,0.0,2,4,male single,none,2,no known property,33,none,own,2,high qualif/self emp/mgmt,1,yes,NO,2315.0,0.0,male,GOOD
New York,0.0,12.0,Good,radio/tv,776.0,0.0,2,4,male mar/wid,none,2,real estate,28,none,unknown,1,skilled,1,none,NO,776.0,0.0,male,BAD
New York,-4887.82,30.0,Good,furniture/equipment,2406.0,32.57,0,4,female div/dep/mar,none,4,real estate,23,none,unknown,1,skilled,1,none,NO,-2449.25,-2.0171375155795594,female,GOOD
New York,85.71,18.0,Good,education,1239.0,0.0,2,4,male single,none,4,no known property,61,unknown,unknown,1,skilled,1,unknown,NO,1324.71,0.06912096774193548,male,BAD
New York,0.0,12.0,Good,radio/tv,3399.0,0.0,0,2,male single,none,3,no known property,37,none,own,1,high qualif/self emp/mgmt,1,none,YES,3399.0,0.0,male,GOOD
Ohio,9712.82,12.0,Moderate,new car,2247.0,5.02,2,2,female div/dep/mar,none,2,car,36,stores,own,2,skilled,1,unknown,NO,11964.84,4.32288256227758,female,BAD
Ohio,0.0,6.0,Good,furniture/equipment,1766.0,0.0,2,-1,male mar/wid,unknown,2,life insurance,21,none,rent,-1,skilled,1,none,YES,1766.0,0.0,male,GOOD
Ohio,-3712.31,18.0,Good,furniture/equipment,2473.0,0.0,0,4,male single,none,-1,car,25,none,unknown,1,unemp/unskilled non res,1,none,YES,-1239.31,-1.5005295068714632,male,GOOD
Ohio,0.0,12.0,Moderate,business,1542.0,0.0,3,2,male single,none,4,car,36,unknown,own,1,skilled,1,yes,NO,1542.0,0.0,male,GOOD
Ohio,0.0,18.0,Bad,used car,3850.0,0.0,3,3,male single,none,1,no known property,27,none,own,2,skilled,1,none,YES,3850.0,0.0,male,GOOD
Ohio,0.0,18.0,Good,furniture/equipment,3650.0,0.0,1,1,female div/dep/mar,none,4,car,33,none,rent,1,skilled,1,none,NO,3650.0,0.0,female,GOOD
Pennsylvania,-1319.16,36.0,Good,furniture/equipment,3446.0,35.38,4,4,male single,unknown,2,car,33,none,own,-1,skilled,2,none,YES,2162.2200000000003,-0.3724340005802147,male,GOOD
Pennsylvania,94.62,18.0,Good,furniture/equipment,3001.0,0.0,3,-1,female div/dep/mar,unknown,4,real estate,40,none,rent,1,skilled,1,unknown,NO,3095.62,0.03151898734177215,female,BAD
South Carolina,0.0,36.0,Good,new car,3079.0,0.0,2,4,male single,none,4,real estate,36,none,own,1,skilled,1,none,YES,3079.0,0.0,male,GOOD
South Carolina,0.0,18.0,Bad,radio/tv,6070.0,0.0,4,3,male single,none,4,car,33,none,own,2,skilled,1,yes,NO,6070.0,0.0,male,BAD
South Carolina,0.0,10.0,Bad,furniture/equipment,2146.0,0.0,1,-1,female div/dep/mar,none,3,real estate,23,unknown,rent,2,skilled,1,none,NO,2146.0,0.0,female,GOOD
South Carolina,0.0,60.0,Bad,new car,13756.0,0.0,4,2,male single,none,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,YES,13756.0,0.0,male,GOOD
South Carolina,17.17,60.0,Good,other,14782.0,179.18,4,3,female div/dep/mar,none,-1,no known property,60,bank,for free,-1,high qualif/self emp/mgmt,1,yes,YES,14978.35,0.013282148413718461,female,GOOD
Tennessee,-1282.34,48.0,Good,business,7685.0,17.26,3,2,female div/dep/mar,guarantor,4,car,37,none,rent,1,skilled,1,none,NO,6419.92,-0.16459536820192558,female,BAD
Tennessee,0.0,18.0,Moderate,radio/tv,2315.0,0.0,0,2,male mar/wid,unknown,3,real estate,34,none,own,-1,skilled,1,unknown,YES,2315.0,0.0,male,BAD
Texas,0.0,7.0,Moderate,other,2315.0,0.0,0,3,male single,none,4,no known property,36,none,for free,1,skilled,1,none,YES,2315.0,0.0,male,BAD
Texas,40.41,36.0,Good,new car,14318.0,19.21,4,-1,male single,none,-1,no known property,57,unknown,for free,1,high qualif/self emp/mgmt,1,unknown,YES,14377.62,0.004163698582303233,male,BAD
Texas,0.0,6.0,Bad,new car,362.0,0.0,2,4,female div/dep/mar,none,4,car,33,none,own,2,unskilled resident,1,none,YES,362.0,0.0,female,GOOD
Texas,-4951.09,20.0,Good,furniture/equipment,2212.0,0.0,3,4,male single,none,-1,car,39,none,own,1,skilled,1,yes,NO,-2739.09,-2.237275192046995,male,GOOD
Texas,16.25,18.0,Good,used car,12976.0,15.8,0,-1,unknown,unknown,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,13008.05,0.0024697541804731445,unknown,BAD
Texas,0.0,22.0,Good,other,1283.0,0.0,3,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,YES,1283.0,0.0,female,BAD
Texas,6548.27,12.0,Good,new car,1330.0,41.97,1,4,male single,none,1,real estate,26,none,own,1,skilled,1,none,NO,7920.240000000001,4.951344853493614,male,GOOD
Texas,0.0,30.0,Moderate,business,4272.0,0.0,0,2,male single,unknown,2,life insurance,26,none,own,2,unskilled resident,1,none,NO,4272.0,0.0,male,GOOD
Virginia,0.0,18.0,Bad,radio/tv,2238.0,0.0,2,2,female div/dep/mar,none,1,car,25,unknown,own,2,unknown,1,none,YES,2238.0,0.0,female,GOOD
Virginia,0.0,18.0,Good,other,1126.0,0.0,0,4,unknown,none,2,real estate,21,none,rent,1,skilled,1,yes,NO,1126.0,0.0,unknown,BAD
Virginia,5.42,18.0,Bad,furniture/equipment,2315.0,35.21,0,4,male single,none,4,no known property,40,stores,own,-1,unknown,1,yes,YES,2355.63,0.017543177892918826,male,BAD
Wisconsin,7.52,15.0,Bad,business,2326.0,0.0,2,2,male single,none,4,car,27,bank,own,1,skilled,1,none,YES,2333.52,0.0032316287064890416,male,BAD
Arizona,0.0,9.0,Good,business,1449.0,0.0,3,3,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,NO,1449.0,0.0,female,GOOD
California,0.0,18.0,Good,new car,1820.0,0.0,2,2,male mar/wid,none,-1,no known property,30,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1820.0,0.0,male,GOOD
California,94.64,12.0,Good,furniture/equipment,983.0,7709.45,1,1,unknown,none,4,real estate,19,none,rent,1,unskilled resident,1,unknown,YES,8787.09,7.930985772357723,unknown,BAD
California,-4316.81,36.0,Good,new car,3249.0,58.43,3,2,male single,none,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,YES,-1009.3800000000001,-1.3102707692307693,male,GOOD
California,-9454.08,6.0,Bad,radio/tv,1957.0,33.62,3,1,female div/dep/mar,none,4,car,31,unknown,own,1,skilled,1,none,YES,-7463.459999999999,-4.8112665985699685,female,BAD
California,0.0,9.0,Bad,furniture/equipment,2406.0,0.0,0,2,male single,none,3,car,31,none,own,-1,high qualif/self emp/mgmt,1,none,YES,2406.0,0.0,male,GOOD
California,83.64,39.0,Moderate,education,11760.0,450.89,3,2,unknown,none,3,no known property,32,none,rent,1,skilled,1,unknown,YES,12294.53,0.045449366550463395,unknown,GOOD
California,-6338.95,12.0,Good,furniture/equipment,2578.0,83.42,0,3,female div/dep/mar,none,4,no known property,55,none,for free,1,high qualif/self emp/mgmt,1,unknown,YES,-3677.5299999999997,-2.425564172159752,female,GOOD
California,-6143.29,36.0,Bad,furniture/equipment,2348.0,28.22,2,3,male mar/wid,unknown,-1,life insurance,46,none,own,2,skilled,1,yes,NO,-3767.0699999999997,-2.6032652192422305,male,GOOD
California,115.65,12.0,Good,new car,1223.0,29.79,4,1,male div/sep,none,1,real estate,46,unknown,rent,2,skilled,1,none,YES,1368.44,0.1188235294117647,male,BAD
District of Columbia,0.0,18.0,Bad,radio/tv,1516.0,0.0,2,-1,female div/dep/mar,none,1,real estate,43,none,own,2,unskilled resident,1,none,NO,1516.0,0.0,female,GOOD
Georgia,0.0,18.0,Good,radio/tv,1473.0,0.0,1,3,male mar/wid,unknown,4,real estate,39,none,own,1,unknown,1,unknown,YES,1473.0,0.0,male,GOOD
Georgia,22.83,18.0,Bad,business,2315.0,0.0,2,-1,male mar/wid,none,4,real estate,28,unknown,own,2,skilled,1,none,NO,2337.83,0.009857512953367875,male,GOOD
Georgia,0.0,18.0,Moderate,business,8648.0,0.0,1,2,male single,none,-1,car,33,unknown,unknown,2,unknown,1,yes,NO,8648.0,0.0,male,GOOD
Georgia,0.0,14.0,Moderate,new car,802.0,0.0,0,4,male single,none,2,car,27,none,own,2,unskilled resident,1,unknown,YES,802.0,0.0,male,GOOD
Georgia,195.71,18.0,Moderate,new car,2899.0,0.0,0,4,male single,none,4,car,43,none,own,1,skilled,2,none,YES,3094.71,0.06748620689655173,male,GOOD
Illinois,195.91,24.0,Moderate,radio/tv,2039.0,0.0,0,1,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,yes,NO,2234.91,0.09603431372549019,male,GOOD
Indiana,0.0,18.0,Bad,used car,2197.0,0.0,3,4,unknown,none,4,car,43,unknown,own,2,skilled,2,yes,NO,2197.0,0.0,unknown,BAD
Kentucky,-2070.55,15.0,Good,radio/tv,2315.0,76.64,1,4,male mar/wid,none,-1,real estate,27,unknown,own,1,unknown,1,none,NO,321.0899999999999,-0.8609283246977548,male,GOOD
Louisiana,0.0,24.0,Good,radio/tv,3235.0,0.0,4,3,male div/sep,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,yes,NO,3235.0,0.0,male,BAD
Louisiana,5427.63,12.0,Bad,new car,939.0,671.95,3,4,male mar/wid,none,2,no known property,28,none,own,3,skilled,1,yes,YES,7038.58,6.488914893617022,male,BAD
Massachusetts,192.07,24.0,Good,radio/tv,1967.0,37.69,4,4,female div/dep/mar,none,4,no known property,20,unknown,own,1,skilled,1,unknown,YES,2196.76,0.1167479674796748,female,GOOD
Maryland,0.0,33.0,Bad,used car,7253.0,0.0,3,3,male single,none,2,car,33,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,7253.0,0.0,male,BAD
Michigan,0.0,12.0,Bad,business,2292.0,0.0,0,4,male single,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,NO,2292.0,0.0,male,BAD
Missouri,0.0,18.0,Good,new car,1597.0,0.0,2,3,male single,none,2,no known property,40,none,unknown,1,unknown,2,none,YES,1597.0,0.0,male,BAD
Missouri,-5613.36,24.0,Moderate,new car,1381.0,0.0,0,4,female div/dep/mar,unknown,2,life insurance,35,none,own,1,skilled,1,none,NO,-4232.36,-4.061765557163531,female,GOOD
Mississippi,0.0,36.0,Bad,used car,2315.0,0.0,4,2,male single,none,2,life insurance,35,none,own,2,skilled,2,yes,NO,2315.0,0.0,male,BAD
North Carolina,-1850.94,12.0,Good,new car,2579.0,37.56,1,4,male single,none,1,real estate,33,unknown,own,1,unskilled resident,2,none,NO,765.6199999999999,-0.7028604651162791,male,BAD
New Jersey,-4803.59,18.0,Moderate,education,8471.0,0.0,0,1,female div/dep/mar,unknown,2,car,23,none,rent,2,skilled,1,unknown,YES,3667.41,-0.5669959867799811,female,BAD
New Jersey,0.0,21.0,Good,new car,2782.0,0.0,3,1,female div/dep/mar,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,none,NO,2782.0,0.0,female,GOOD
New Jersey,75.95,18.0,Good,new car,1042.0,0.0,2,4,female div/dep/mar,none,-1,life insurance,33,unknown,own,1,skilled,1,none,NO,1117.95,0.07281879194630873,female,GOOD
New Jersey,0.0,15.0,Good,new car,3186.0,0.0,0,2,female div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,YES,3186.0,0.0,female,GOOD
Nevada,141.44,12.0,Good,used car,2028.0,0.0,2,4,male single,none,2,car,33,unknown,own,1,skilled,1,none,YES,2169.44,0.06970921636274026,male,GOOD
New York,24.74,12.0,Bad,new car,2315.0,7.07,3,2,male single,none,3,real estate,47,none,own,2,unknown,2,none,NO,2346.81,0.013734887737478411,male,GOOD
New York,0.0,18.0,Moderate,furniture/equipment,1591.0,0.0,3,4,male single,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,none,NO,1591.0,0.0,male,GOOD
Ohio,30.0,12.0,Good,furniture/equipment,2762.0,0.0,0,1,female div/dep/mar,none,2,life insurance,25,bank,own,1,skilled,1,yes,YES,2792.0,0.010857763300760043,female,BAD
Ohio,183.33,18.0,Good,used car,2779.0,87.39,2,1,unknown,none,3,car,21,unknown,rent,1,skilled,1,unknown,YES,3049.7200000000003,0.09738129496402878,unknown,GOOD
Oregon,0.0,28.0,Bad,radio/tv,2743.0,0.0,4,4,male single,none,2,car,29,none,unknown,2,skilled,1,none,YES,2743.0,0.0,male,GOOD
Pennsylvania,0.0,18.0,Moderate,radio/tv,1149.0,0.0,0,4,male single,none,3,real estate,46,unknown,own,2,skilled,1,none,NO,1149.0,0.0,male,BAD
Pennsylvania,0.0,9.0,Good,other,1313.0,0.0,4,1,male single,none,4,car,20,none,own,1,unknown,1,none,YES,1313.0,0.0,male,BAD
South Carolina,-3788.1,18.0,Bad,repairs,1190.0,13.37,0,2,female div/dep/mar,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,none,YES,-2584.73,-3.169378673383711,female,GOOD
South Carolina,0.0,5.0,Good,other,2315.0,0.0,3,1,male single,none,-1,real estate,74,none,own,1,unskilled resident,1,none,NO,2315.0,0.0,male,BAD
Tennessee,168.65,24.0,Good,other,11328.0,56.29,2,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,NO,11552.94,0.019855238767764145,male,GOOD
Tennessee,-2941.81,6.0,Bad,furniture/equipment,1872.0,47.8,0,4,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,NO,-1022.0099999999998,-1.545120128136679,male,GOOD
Texas,0.0,24.0,Bad,repairs,2058.0,0.0,2,4,male div/sep,unknown,2,real estate,33,none,own,2,skilled,1,yes,NO,2058.0,0.0,male,GOOD
Texas,-9463.67,9.0,Good,furniture/equipment,2136.0,0.0,2,3,male single,unknown,2,real estate,25,none,own,1,skilled,1,none,NO,-7327.67,-4.428483855872718,male,GOOD
Texas,1.11,12.0,Good,radio/tv,1484.0,0.0,0,2,male mar/wid,unknown,1,real estate,25,none,own,1,skilled,1,yes,NO,1485.11,0.0007474747474747475,male,BAD
Texas,0.0,6.0,Good,repairs,660.0,0.0,3,2,male mar/wid,none,4,real estate,23,none,rent,1,unskilled resident,1,none,YES,660.0,0.0,male,BAD
Texas,0.0,24.0,Bad,new car,1287.0,0.0,4,4,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,NO,1287.0,0.0,female,GOOD
Virginia,-862.49,42.0,Bad,repairs,3394.0,96.37,0,4,male single,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,none,YES,2627.88,-0.22566126656848307,male,BAD
Virginia,8529.36,12.0,Good,business,609.0,65.35,1,4,female div/dep/mar,none,-1,real estate,26,none,own,1,unemp/unskilled non res,1,none,YES,9203.710000000001,14.089688524590166,female,BAD
Wisconsin,0.0,12.0,Good,new car,1884.0,0.0,4,4,unknown,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,1884.0,0.0,unknown,GOOD
Arizona,-3497.13,12.0,Good,furniture/equipment,2315.0,62.94,0,2,female div/dep/mar,co applicant,3,no known property,30,none,own,1,skilled,1,none,YES,-1119.19,-1.4828108808290155,female,BAD
California,105.82,20.0,Moderate,other,2629.0,51.43,2,2,unknown,none,3,car,29,bank,own,2,skilled,1,yes,NO,2786.25,0.05979087452471483,unknown,GOOD
California,0.0,12.0,Good,education,719.0,0.0,4,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,NO,719.0,0.0,male,BAD
California,197.33,48.0,Bad,furniture/equipment,5096.0,66.53,2,2,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,YES,5359.86,0.05176770649401609,female,BAD
California,0.0,9.0,Bad,education,1244.0,0.0,4,4,female div/dep/mar,none,4,life insurance,33,none,rent,2,unskilled resident,1,none,NO,1244.0,0.0,female,GOOD
California,-616.99,36.0,Good,new car,1842.0,39.36,1,4,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,YES,1264.37,-0.31341833966359195,female,GOOD
California,44.66,7.0,Good,other,2576.0,70.0,2,2,unknown,guarantor,2,real estate,35,none,own,1,skilled,1,none,NO,2690.66,0.04449359720605355,unknown,BAD
District of Columbia,4343.18,12.0,Good,furniture/equipment,1424.0,0.0,4,3,female div/dep/mar,none,4,real estate,33,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,5767.18,3.047845614035088,female,GOOD
Georgia,61.71,18.0,Moderate,repairs,1512.0,5269.98,2,3,unknown,none,3,life insurance,61,stores,unknown,2,skilled,1,none,NO,6843.69,3.523919365499008,unknown,GOOD
Georgia,0.0,36.0,Bad,used car,11054.0,0.0,2,-1,male single,none,2,car,30,unknown,own,1,high qualif/self emp/mgmt,1,yes,YES,11054.0,0.0,male,BAD
Georgia,0.0,18.0,Good,radio/tv,518.0,0.0,2,3,female div/dep/mar,none,1,real estate,29,none,own,1,skilled,1,none,YES,518.0,0.0,female,GOOD
Illinois,0.0,12.0,Moderate,furniture/equipment,2759.0,0.0,4,2,male single,none,4,life insurance,34,none,own,2,skilled,1,none,YES,2759.0,0.0,male,GOOD
Indiana,0.0,24.0,Good,used car,2670.0,0.0,4,4,male single,none,4,car,35,unknown,unknown,1,high qualif/self emp/mgmt,1,yes,NO,2670.0,0.0,male,GOOD
Louisiana,-8908.17,24.0,Good,new car,4817.0,50.51,3,2,male single,co applicant,3,life insurance,31,none,own,1,skilled,1,yes,NO,-4040.66,-1.8384516396845163,male,GOOD
Maryland,0.0,24.0,Moderate,used car,2679.0,0.0,1,4,unknown,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,yes,YES,2679.0,0.0,unknown,BAD
Michigan,-6832.38,11.0,Bad,new car,2315.0,0.0,2,2,male single,none,2,real estate,33,none,rent,2,skilled,2,none,YES,-4517.38,-2.950077720207254,male,BAD
Missouri,-6919.2,12.0,Good,used car,3386.0,33.9,4,-1,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,NO,-3499.3,-2.0328609388839682,male,BAD
Missouri,-4746.34,6.0,Good,other,343.0,39.12,1,-1,unknown,none,1,real estate,27,none,own,1,skilled,1,unknown,YES,-4364.22,-13.683779069767443,unknown,GOOD
Mississippi,0.0,18.0,Good,radio/tv,4594.0,0.0,1,3,male single,none,2,car,32,none,own,1,skilled,1,yes,YES,4594.0,0.0,male,BAD
North Carolina,-2858.08,36.0,Good,furniture/equipment,3620.0,9.41,2,1,male single,guarantor,2,life insurance,37,none,own,1,skilled,2,none,YES,771.3299999999999,-0.7867080916873792,male,BAD
New Jersey,-8901.73,15.0,Good,new car,2315.0,0.0,1,2,male single,none,3,real estate,36,none,own,-1,skilled,1,none,YES,-6586.73,-3.8435794473229703,male,GOOD
New Jersey,113.17,12.0,Good,furniture/equipment,3017.0,0.0,1,3,female div/dep/mar,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,none,YES,3130.17,0.037498343273691184,female,GOOD
Nevada,195.88,12.0,Good,retraining,2315.0,0.0,4,4,male single,none,4,life insurance,38,none,own,2,skilled,1,none,YES,2510.88,0.0845768566493955,male,GOOD
New York,0.0,18.0,Good,business,1950.0,0.0,3,4,male single,none,1,car,34,stores,own,2,skilled,1,yes,NO,1950.0,0.0,male,GOOD
New York,-3581.55,24.0,Good,used car,2924.0,25.66,2,3,male single,unknown,4,no known property,63,bank,unknown,-1,unknown,2,yes,NO,-631.8900000000003,-1.215688888888889,male,BAD
Oregon,-2336.07,24.0,Moderate,radio/tv,1659.0,92.06,1,4,female div/dep/mar,none,2,car,29,none,rent,1,unskilled resident,1,yes,NO,-585.0100000000002,-1.3518132530120484,female,BAD
