location,state,checking_amt,duration,credit_history,purpose,credit_amount,savings,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,year,month,class
Other,Washington,7,18.0,critical/other existing credit,new car,1344.0,"(-0.001, 7.154]",1,4,male single,none,-1,real estate,37,bank,own,2,unskilled resident,2,none,NO,1995,3,GOOD
Other,Wisconsin,0,10.0,critical/other existing credit,unknown,1038.0,"(34.309, 65.862]",1,4,male single,co applicant,-1,no known property,49,none,unknown,2,skilled,1,yes,YES,1995,3,BAD
Other,Alaska,5,48.0,critical/other existing credit,new car,2315.0,"(-0.001, 7.154]",0,2,male single,none,2,no known property,44,bank,unknown,1,skilled,1,none,YES,1995,3,BAD
Maricopa,Arizona,5,6.0,unknown,furniture/equipment,1543.0,"(-0.001, 7.154]",0,4,male div/sep,none,2,real estate,33,none,own,1,skilled,1,none,YES,1995,3,GOOD
Maricopa,Arizona,5,18.0,existing paid,used car,4811.0,"(-0.001, 7.154]",1,2,female div/dep/mar,none,-1,life insurance,24,stores,rent,1,unskilled resident,1,none,NO,1995,3,GOOD
Other,Arizona,0,12.0,existing paid,radio/tv,727.0,"(98.282, 9298.08]",2,4,male mar/wid,none,3,no known property,33,none,own,1,unskilled resident,1,yes,YES,1995,3,BAD
Alameda,California,5,8.0,unknown,furniture/equipment,1237.0,"(-0.001, 7.154]",0,3,female div/dep/mar,none,4,real estate,24,none,own,1,skilled,1,none,NO,1995,3,BAD
Other,California,5,9.0,existing paid,new car,276.0,"(-0.001, 7.154]",0,4,male mar/wid,none,4,real estate,33,none,rent,-1,unskilled resident,1,none,NO,1995,3,BAD
Los Angeles,California,5,48.0,unknown,other,5381.0,"(-0.001, 7.154]",4,3,unknown,none,4,no known property,40,bank,for free,1,unemp/unskilled non res,1,yes,NO,1995,3,GOOD
Los Angeles,California,5,24.0,existing paid,furniture/equipment,5511.0,"(-0.001, 7.154]",0,4,male single,none,1,car,25,stores,unknown,1,skilled,1,none,NO,1995,3,GOOD
San Francisco,California,5,24.0,unknown,furniture/equipment,2315.0,"(98.282, 9298.08]",5,2,unknown,none,4,car,26,none,own,1,skilled,1,none,YES,1995,3,BAD
Los Angeles,California,5,12.0,existing paid,unknown,685.0,"(34.309, 65.862]",1,2,male mar/wid,none,3,car,25,bank,own,1,unskilled resident,1,none,YES,1995,3,GOOD
Sacramento,California,7,4.0,existing paid,new car,1494.0,"(-0.001, 7.154]",2,1,male single,none,-1,no known property,29,none,own,1,unskilled resident,2,unknown,YES,1995,3,GOOD
Sacramento,California,2,36.0,all paid,furniture/equipment,2746.0,"(7.154, 34.309]",3,4,male single,unknown,4,car,31,bank,own,1,unknown,1,none,NO,1995,3,GOOD
Other,California,3,12.0,existing paid,furniture/equipment,708.0,"(-0.001, 7.154]",5,2,male single,guarantor,3,life insurance,38,unknown,own,1,unskilled resident,2,unknown,NO,1995,3,GOOD
San Diego,California,5,24.0,existing paid,furniture/equipment,2315.0,"(-0.001, 7.154]",0,1,female div/dep/mar,none,4,life insurance,48,none,own,1,unknown,1,yes,YES,1995,3,GOOD
San Francisco,California,5,12.0,unknown,education,701.0,"(-0.001, 7.154]",0,4,male single,none,2,car,32,none,own,2,skilled,1,none,YES,1995,3,BAD
Other,Colorado,3,15.0,delayed previously,furniture/equipment,3643.0,"(7.154, 34.309]",3,1,female div/dep/mar,none,-1,life insurance,27,none,own,2,unskilled resident,1,none,YES,1995,3,BAD
Other,Colorado,5,30.0,critical/other existing credit,unknown,4249.0,"(65.862, 98.282]",4,4,male mar/wid,none,2,car,28,none,unknown,2,high qualif/self emp/mgmt,1,none,YES,1995,3,GOOD
Other,Connecticut,2,24.0,existing paid,radio/tv,1938.0,"(7.154, 34.309]",2,4,male div/sep,none,3,life insurance,32,none,unknown,1,skilled,1,none,YES,1995,3,BAD
Other,District of Columbia,3,24.0,existing paid,used car,2910.0,"(65.862, 98.282]",1,2,unknown,unknown,1,no known property,34,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1995,3,GOOD
Other,Georgia,1,18.0,unknown,furniture/equipment,2659.0,"(98.282, 9298.08]",0,4,male single,none,2,car,28,none,unknown,1,skilled,1,none,YES,1995,3,GOOD
Other,Georgia,5,18.0,critical/other existing credit,new car,1028.0,"(-0.001, 7.154]",0,4,female div/dep/mar,unknown,3,real estate,36,none,own,2,skilled,1,none,NO,1995,3,BAD
Other,Georgia,3,8.0,critical/other existing credit,new car,3398.0,"(34.309, 65.862]",1,1,unknown,none,4,real estate,39,none,own,2,unskilled resident,1,none,NO,1995,3,BAD
Fulton,Georgia,5,12.0,critical/other existing credit,furniture/equipment,2315.0,"(-0.001, 7.154]",3,2,male single,none,4,life insurance,49,none,rent,1,skilled,1,yes,NO,1995,3,BAD
Fulton,Georgia,5,24.0,existing paid,new car,1525.0,"(-0.001, 7.154]",1,4,female div/dep/mar,unknown,3,car,34,none,own,1,skilled,2,yes,YES,1995,4,GOOD
Cook,Illinois,8,36.0,existing paid,radio/tv,4473.0,"(34.309, 65.862]",3,4,male single,none,2,car,31,none,own,1,skilled,1,none,YES,1995,4,GOOD
Jefferson,Kentucky,5,6.0,existing paid,radio/tv,1068.0,"(65.862, 98.282]",3,4,male single,none,4,car,28,none,own,1,skilled,2,none,YES,1995,4,GOOD
Other,Louisiana,0,24.0,critical/other existing credit,used car,6615.0,"(34.309, 65.862]",5,2,male single,none,4,no known property,75,none,unknown,2,high qualif/self emp/mgmt,1,yes,NO,1995,4,BAD
Other,Louisiana,5,18.0,critical/other existing credit,education,1864.0,"(-0.001, 7.154]",0,4,unknown,none,2,real estate,30,none,own,2,skilled,1,unknown,YES,1995,4,GOOD
Jefferson,Louisiana,5,60.0,existing paid,new car,7408.0,"(98.282, 9298.08]",2,4,unknown,none,2,no known property,24,none,own,1,high qualif/self emp/mgmt,1,none,NO,1995,4,GOOD
Orleans,Louisiana,5,48.0,critical/other existing credit,used car,11590.0,"(-0.001, 7.154]",0,2,female div/dep/mar,none,4,car,24,bank,rent,-1,unskilled resident,1,none,YES,1995,4,GOOD
Other,Maryland,4,6.0,critical/other existing credit,furniture/equipment,3384.0,"(98.282, 9298.08]",0,1,male div/sep,none,4,real estate,44,none,rent,1,high qualif/self emp/mgmt,1,unknown,YES,1995,4,BAD
Baltimore city,Maryland,5,13.0,existing paid,radio/tv,2101.0,"(65.862, 98.282]",2,2,female div/dep/mar,guarantor,4,life insurance,23,none,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,Michigan,1,15.0,existing paid,domestic appliance,2315.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,2,car,24,unknown,rent,1,skilled,1,none,NO,1995,4,BAD
Wayne,Michigan,2,24.0,existing paid,furniture/equipment,4169.0,"(65.862, 98.282]",0,4,male single,unknown,-1,life insurance,28,unknown,own,1,skilled,1,none,NO,1995,4,GOOD
Other,Missouri,5,10.0,existing paid,furniture/equipment,2315.0,"(65.862, 98.282]",0,4,male div/sep,none,2,car,31,unknown,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,Missouri,5,24.0,critical/other existing credit,education,5743.0,"(34.309, 65.862]",2,2,female div/dep/mar,none,4,no known property,33,none,for free,2,skilled,1,yes,YES,1995,4,BAD
Other,Missouri,1,21.0,existing paid,furniture/equipment,2315.0,"(34.309, 65.862]",1,1,female div/dep/mar,none,4,car,33,none,rent,1,unskilled resident,1,none,NO,1995,4,GOOD
Other,Mississippi,5,18.0,existing paid,radio/tv,3213.0,"(-0.001, 7.154]",2,1,male mar/wid,none,3,real estate,25,none,rent,1,skilled,1,none,NO,1995,4,GOOD
Other,Mississippi,5,18.0,existing paid,unknown,4439.0,"(34.309, 65.862]",3,1,male single,co applicant,1,real estate,33,bank,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,4,GOOD
Other,North Carolina,6,10.0,existing paid,new car,3949.0,"(-0.001, 7.154]",2,1,male single,unknown,-1,life insurance,37,none,own,1,unknown,2,none,NO,1995,4,GOOD
Other,North Carolina,5,15.0,critical/other existing credit,radio/tv,1459.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,2,car,43,none,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,North Carolina,5,18.0,critical/other existing credit,radio/tv,882.0,"(-0.001, 7.154]",2,4,male single,unknown,4,real estate,23,none,own,2,skilled,1,none,YES,1995,4,BAD
Other,New Hampshire,5,24.0,existing paid,radio/tv,3758.0,"(98.282, 9298.08]",4,1,female div/dep/mar,none,-1,no known property,23,none,rent,1,unemp/unskilled non res,1,none,NO,1995,4,BAD
Other,New Jersey,5,6.0,delayed previously,business,1743.0,"(-0.001, 7.154]",0,-1,male single,none,2,real estate,34,none,unknown,2,unskilled resident,1,none,YES,1995,4,GOOD
Other,New Jersey,5,9.0,critical/other existing credit,education,1136.0,"(-0.001, 7.154]",3,4,male single,none,3,no known property,32,none,for free,-1,unknown,2,unknown,NO,1995,4,GOOD
Other,New Jersey,5,9.0,existing paid,domestic appliance,1236.0,"(-0.001, 7.154]",2,1,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,yes,YES,1995,4,BAD
Other,New Jersey,5,9.0,existing paid,furniture/equipment,2315.0,"(65.862, 98.282]",0,1,female div/dep/mar,none,-1,no known property,29,none,own,1,skilled,1,none,YES,1995,4,BAD
Essex,New Jersey,5,18.0,critical/other existing credit,used car,3229.0,"(-0.001, 7.154]",4,2,male single,none,-1,no known property,38,none,unknown,1,high qualif/self emp/mgmt,1,yes,YES,1995,4,GOOD
Other,New Mexico,2,12.0,no credits/all paid,radio/tv,2315.0,"(65.862, 98.282]",0,4,male single,none,2,no known property,28,none,rent,-1,skilled,1,yes,NO,1995,4,GOOD
Clark,Nevada,5,10.0,existing paid,education,727.0,"(-0.001, 7.154]",3,4,male single,none,4,no known property,33,none,for free,1,skilled,1,yes,YES,1995,4,GOOD
Other,Nevada,5,24.0,existing paid,new car,1246.0,"(-0.001, 7.154]",2,4,male single,none,2,real estate,23,stores,own,1,unskilled resident,1,none,YES,1995,4,GOOD
Other,New York,5,12.0,critical/other existing credit,radio/tv,2331.0,"(-0.001, 7.154]",3,1,male single,unknown,4,real estate,49,none,own,1,skilled,1,yes,NO,1995,5,GOOD
Other,New York,5,36.0,delayed previously,radio/tv,2315.0,"(-0.001, 7.154]",0,4,male single,none,2,no known property,33,none,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,5,GOOD
Other,New York,5,12.0,existing paid,radio/tv,776.0,"(-0.001, 7.154]",0,4,male mar/wid,none,2,real estate,28,none,unknown,1,skilled,1,none,NO,1995,5,BAD
New York,New York,2,30.0,existing paid,furniture/equipment,2406.0,"(7.154, 34.309]",5,4,female div/dep/mar,none,4,real estate,23,none,unknown,1,skilled,1,none,NO,1995,5,GOOD
Other,New York,5,18.0,existing paid,education,1239.0,"(-0.001, 7.154]",0,4,male single,none,4,no known property,61,unknown,unknown,1,skilled,1,unknown,NO,1995,5,BAD
Other,New York,5,12.0,existing paid,radio/tv,3399.0,"(-0.001, 7.154]",5,2,male single,none,3,no known property,37,none,own,1,high qualif/self emp/mgmt,1,none,YES,1995,5,GOOD
Other,Ohio,9,12.0,unknown,new car,2247.0,"(-0.001, 7.154]",0,2,female div/dep/mar,none,2,car,36,stores,own,2,skilled,1,unknown,NO,1995,5,BAD
Other,Ohio,5,6.0,existing paid,furniture/equipment,1766.0,"(-0.001, 7.154]",0,-1,male mar/wid,unknown,2,life insurance,21,none,rent,-1,skilled,1,none,YES,1995,5,GOOD
Other,Ohio,3,18.0,existing paid,furniture/equipment,2473.0,"(-0.001, 7.154]",4,4,male single,none,-1,car,25,none,unknown,1,unemp/unskilled non res,1,none,YES,1995,5,GOOD
Other,Ohio,5,12.0,unknown,business,1542.0,"(-0.001, 7.154]",1,2,male single,none,4,car,36,unknown,own,1,skilled,1,yes,NO,1995,5,GOOD
Other,Ohio,5,18.0,critical/other existing credit,used car,3850.0,"(-0.001, 7.154]",1,3,male single,none,1,no known property,27,none,own,2,skilled,1,none,YES,1995,5,GOOD
Other,Ohio,5,18.0,existing paid,furniture/equipment,3650.0,"(-0.001, 7.154]",2,1,female div/dep/mar,none,4,car,33,none,rent,1,skilled,1,none,NO,1995,5,GOOD
Other,Pennsylvania,4,36.0,existing paid,furniture/equipment,3446.0,"(34.309, 65.862]",3,4,male single,unknown,2,car,33,none,own,-1,skilled,2,none,YES,1995,5,GOOD
Philadelphia,Pennsylvania,5,18.0,existing paid,furniture/equipment,3001.0,"(-0.001, 7.154]",1,-1,female div/dep/mar,unknown,4,real estate,40,none,rent,1,skilled,1,unknown,NO,1995,5,BAD
Other,South Carolina,5,36.0,existing paid,new car,3079.0,"(-0.001, 7.154]",0,4,male single,none,4,real estate,36,none,own,1,skilled,1,none,YES,1995,5,GOOD
Other,South Carolina,5,18.0,critical/other existing credit,radio/tv,6070.0,"(-0.001, 7.154]",3,3,male single,none,4,car,33,none,own,2,skilled,1,yes,NO,1995,5,BAD
Other,South Carolina,5,10.0,critical/other existing credit,furniture/equipment,2146.0,"(-0.001, 7.154]",2,-1,female div/dep/mar,none,3,real estate,23,unknown,rent,2,skilled,1,none,NO,1995,5,GOOD
Other,South Carolina,5,60.0,critical/other existing credit,new car,13756.0,"(-0.001, 7.154]",3,2,male single,none,4,no known property,63,bank,for free,1,high qualif/self emp/mgmt,1,yes,YES,1995,5,GOOD
Other,South Carolina,5,60.0,all paid,other,14782.0,"(98.282, 9298.08]",3,3,female div/dep/mar,none,-1,no known property,60,bank,for free,-1,high qualif/self emp/mgmt,1,yes,YES,1995,5,GOOD
Other,Tennessee,4,48.0,all paid,business,7685.0,"(7.154, 34.309]",1,2,female div/dep/mar,guarantor,4,car,37,none,rent,1,skilled,1,none,NO,1995,5,BAD
Shelby,Tennessee,5,18.0,delayed previously,radio/tv,2315.0,"(-0.001, 7.154]",5,2,male mar/wid,unknown,3,real estate,34,none,own,-1,skilled,1,unknown,YES,1995,5,BAD
Other,Texas,5,7.0,delayed previously,unknown,2315.0,"(-0.001, 7.154]",5,3,male single,none,4,no known property,36,none,for free,1,skilled,1,none,YES,1995,5,BAD
Harris,Texas,5,36.0,existing paid,new car,14318.0,"(7.154, 34.309]",3,-1,male single,none,-1,no known property,57,unknown,for free,1,high qualif/self emp/mgmt,1,unknown,YES,1995,5,BAD
Other,Texas,5,6.0,critical/other existing credit,new car,362.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,4,car,33,none,own,2,unskilled resident,1,none,YES,1995,5,GOOD
Other,Texas,2,20.0,existing paid,furniture/equipment,2212.0,"(-0.001, 7.154]",1,4,male single,none,-1,car,39,none,own,1,skilled,1,yes,NO,1995,5,GOOD
Other,Texas,5,18.0,existing paid,used car,12976.0,"(7.154, 34.309]",4,-1,unknown,unknown,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,NO,1995,5,BAD
Dallas,Texas,5,22.0,existing paid,unknown,1283.0,"(-0.001, 7.154]",1,4,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,YES,1995,5,BAD
Harris,Texas,8,12.0,existing paid,new car,1330.0,"(34.309, 65.862]",2,4,male single,none,1,real estate,26,none,own,1,skilled,1,none,NO,1995,5,GOOD
Bexar,Texas,5,30.0,delayed previously,business,4272.0,"(-0.001, 7.154]",5,2,male single,unknown,2,life insurance,26,none,own,2,unskilled resident,1,none,NO,1995,5,GOOD
Other,Virginia,5,18.0,critical/other existing credit,radio/tv,2238.0,"(-0.001, 7.154]",0,2,female div/dep/mar,none,1,car,25,unknown,own,2,unknown,1,none,YES,1995,5,GOOD
Norfolk,Virginia,5,18.0,existing paid,unknown,1126.0,"(-0.001, 7.154]",5,4,unknown,none,2,real estate,21,none,rent,1,skilled,1,yes,NO,1995,5,BAD
Other,Virginia,5,18.0,critical/other existing credit,furniture/equipment,2315.0,"(34.309, 65.862]",5,4,male single,none,4,no known property,40,stores,own,-1,unknown,1,yes,YES,1995,6,BAD
Other,Wisconsin,5,15.0,critical/other existing credit,business,2326.0,"(-0.001, 7.154]",0,2,male single,none,4,car,27,bank,own,1,skilled,1,none,YES,1995,6,BAD
Maricopa,Arizona,5,9.0,existing paid,business,1449.0,"(-0.001, 7.154]",1,3,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,none,NO,1995,6,GOOD
Alameda,California,5,18.0,existing paid,new car,1820.0,"(-0.001, 7.154]",0,2,male mar/wid,none,-1,no known property,30,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1995,6,GOOD
Los Angeles,California,5,12.0,existing paid,furniture/equipment,983.0,"(98.282, 9298.08]",2,1,unknown,none,4,real estate,19,none,rent,1,unskilled resident,1,unknown,YES,1995,6,BAD
Los Angeles,California,2,36.0,existing paid,new car,3249.0,"(34.309, 65.862]",1,2,male single,none,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,YES,1995,6,GOOD
Los Angeles,California,0,6.0,critical/other existing credit,radio/tv,1957.0,"(7.154, 34.309]",1,1,female div/dep/mar,none,4,car,31,unknown,own,1,skilled,1,none,YES,1995,6,BAD
Los Angeles,California,5,9.0,critical/other existing credit,furniture/equipment,2406.0,"(-0.001, 7.154]",4,2,male single,none,3,car,31,none,own,-1,high qualif/self emp/mgmt,1,none,YES,1995,6,GOOD
Sacramento,California,5,39.0,delayed previously,education,11760.0,"(98.282, 9298.08]",1,2,unknown,none,3,no known property,32,none,rent,1,skilled,1,unknown,YES,1995,6,GOOD
Other,California,1,12.0,existing paid,furniture/equipment,2578.0,"(65.862, 98.282]",4,3,female div/dep/mar,none,4,no known property,55,none,for free,1,high qualif/self emp/mgmt,1,unknown,YES,1995,6,GOOD
San Diego,California,1,36.0,critical/other existing credit,furniture/equipment,2348.0,"(7.154, 34.309]",0,3,male mar/wid,unknown,-1,life insurance,46,none,own,2,skilled,1,yes,NO,1995,6,GOOD
San Francisco,California,5,12.0,existing paid,new car,1223.0,"(7.154, 34.309]",3,1,male div/sep,none,1,real estate,46,unknown,rent,2,skilled,1,none,YES,1995,6,BAD
Other,District of Columbia,5,18.0,critical/other existing credit,radio/tv,1516.0,"(-0.001, 7.154]",0,-1,female div/dep/mar,none,1,real estate,43,none,own,2,unskilled resident,1,none,NO,1995,6,GOOD
Other,Georgia,5,18.0,existing paid,radio/tv,1473.0,"(-0.001, 7.154]",2,3,male mar/wid,unknown,4,real estate,39,none,own,1,unknown,1,unknown,YES,1995,6,GOOD
Other,Georgia,5,18.0,critical/other existing credit,business,2315.0,"(-0.001, 7.154]",0,-1,male mar/wid,none,4,real estate,28,unknown,own,2,skilled,1,none,NO,1995,6,GOOD
Other,Georgia,5,18.0,delayed previously,business,8648.0,"(-0.001, 7.154]",2,2,male single,none,-1,car,33,unknown,unknown,2,unknown,1,yes,NO,1995,6,GOOD
Fulton,Georgia,5,14.0,delayed previously,new car,802.0,"(-0.001, 7.154]",5,4,male single,none,2,car,27,none,own,2,unskilled resident,1,unknown,YES,1995,6,GOOD
Fulton,Georgia,5,18.0,delayed previously,new car,2899.0,"(-0.001, 7.154]",5,4,male single,none,4,car,43,none,own,1,skilled,2,none,YES,1995,6,GOOD
Cook,Illinois,5,24.0,unknown,radio/tv,2039.0,"(-0.001, 7.154]",5,1,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,yes,NO,1995,6,GOOD
Marion,Indiana,5,18.0,critical/other existing credit,used car,2197.0,"(-0.001, 7.154]",1,4,unknown,none,4,car,43,unknown,own,2,skilled,2,yes,NO,1995,6,BAD
Jefferson,Kentucky,4,15.0,existing paid,radio/tv,2315.0,"(65.862, 98.282]",2,4,male mar/wid,none,-1,real estate,27,unknown,own,1,unknown,1,none,NO,1995,6,GOOD
Other,Louisiana,5,24.0,existing paid,radio/tv,3235.0,"(-0.001, 7.154]",3,3,male div/sep,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,yes,NO,1995,6,BAD
Orleans,Louisiana,7,12.0,critical/other existing credit,new car,939.0,"(98.282, 9298.08]",1,4,male mar/wid,none,2,no known property,28,none,own,3,skilled,1,yes,YES,1995,6,BAD
Other,Massachusetts,5,24.0,existing paid,radio/tv,1967.0,"(34.309, 65.862]",3,4,female div/dep/mar,none,4,no known property,20,unknown,own,1,skilled,1,unknown,YES,1995,6,GOOD
Baltimore city,Maryland,5,33.0,critical/other existing credit,used car,7253.0,"(-0.001, 7.154]",1,3,male single,none,2,car,33,unknown,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,6,BAD
Wayne,Michigan,5,12.0,critical/other existing credit,business,2292.0,"(-0.001, 7.154]",4,4,male single,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,6,BAD
Other,Missouri,5,18.0,existing paid,new car,1597.0,"(-0.001, 7.154]",0,3,male single,none,2,no known property,40,none,unknown,1,unknown,2,none,YES,1995,6,BAD
Other,Missouri,2,24.0,unknown,new car,1381.0,"(-0.001, 7.154]",5,4,female div/dep/mar,unknown,2,life insurance,35,none,own,1,skilled,1,none,NO,1995,6,GOOD
Other,Mississippi,5,36.0,critical/other existing credit,used car,2315.0,"(-0.001, 7.154]",3,2,male single,none,2,life insurance,35,none,own,2,skilled,2,yes,NO,1995,6,BAD
Other,North Carolina,4,12.0,existing paid,new car,2579.0,"(34.309, 65.862]",2,4,male single,none,1,real estate,33,unknown,own,1,unskilled resident,2,none,NO,1995,6,BAD
Other,New Jersey,2,18.0,delayed previously,education,8471.0,"(-0.001, 7.154]",5,1,female div/dep/mar,unknown,2,car,23,none,rent,2,skilled,1,unknown,YES,1995,7,BAD
Other,New Jersey,5,21.0,existing paid,new car,2782.0,"(-0.001, 7.154]",1,1,female div/dep/mar,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,none,NO,1995,7,GOOD
Other,New Jersey,5,18.0,existing paid,new car,1042.0,"(-0.001, 7.154]",0,4,female div/dep/mar,none,-1,life insurance,33,unknown,own,1,skilled,1,none,NO,1995,7,GOOD
Essex,New Jersey,5,15.0,existing paid,new car,3186.0,"(-0.001, 7.154]",5,2,female div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,YES,1995,7,GOOD
Clark,Nevada,5,12.0,existing paid,used car,2028.0,"(-0.001, 7.154]",0,4,male single,none,2,car,33,unknown,own,1,skilled,1,none,YES,1995,7,GOOD
New York,New York,5,12.0,critical/other existing credit,new car,2315.0,"(-0.001, 7.154]",1,2,male single,none,3,real estate,47,none,own,2,unknown,2,none,NO,1995,7,GOOD
Other,New York,5,18.0,delayed previously,furniture/equipment,1591.0,"(-0.001, 7.154]",1,4,male single,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,none,NO,1995,7,GOOD
Other,Ohio,5,12.0,existing paid,furniture/equipment,2762.0,"(-0.001, 7.154]",5,1,female div/dep/mar,none,2,life insurance,25,bank,own,1,skilled,1,yes,YES,1995,7,BAD
Other,Ohio,5,18.0,existing paid,used car,2779.0,"(65.862, 98.282]",0,1,unknown,none,3,car,21,unknown,rent,1,skilled,1,unknown,YES,1995,7,GOOD
Other,Oregon,5,28.0,critical/other existing credit,radio/tv,2743.0,"(-0.001, 7.154]",3,4,male single,none,2,car,29,none,unknown,2,skilled,1,none,YES,1995,7,GOOD
Other,Pennsylvania,5,18.0,unknown,radio/tv,1149.0,"(-0.001, 7.154]",5,4,male single,none,3,real estate,46,unknown,own,2,skilled,1,none,NO,1995,7,BAD
Philadelphia,Pennsylvania,5,9.0,existing paid,unknown,1313.0,"(-0.001, 7.154]",3,1,male single,none,4,car,20,none,own,1,unknown,1,none,YES,1995,7,BAD
Other,South Carolina,3,18.0,critical/other existing credit,repairs,1190.0,"(7.154, 34.309]",4,2,female div/dep/mar,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,none,YES,1995,7,GOOD
Other,South Carolina,5,5.0,existing paid,unknown,2315.0,"(-0.001, 7.154]",1,1,male single,none,-1,real estate,74,none,own,1,unskilled resident,1,none,NO,1995,7,BAD
Other,Tennessee,5,24.0,existing paid,other,11328.0,"(34.309, 65.862]",0,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,NO,1995,7,GOOD
Shelby,Tennessee,3,6.0,critical/other existing credit,furniture/equipment,1872.0,"(34.309, 65.862]",4,4,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,NO,1995,7,GOOD
Other,Texas,5,24.0,critical/other existing credit,repairs,2058.0,"(-0.001, 7.154]",0,4,male div/sep,unknown,2,real estate,33,none,own,2,skilled,1,yes,NO,1995,7,GOOD
Other,Texas,0,9.0,existing paid,furniture/equipment,2136.0,"(-0.001, 7.154]",0,3,male single,unknown,2,real estate,25,none,own,1,skilled,1,none,NO,1995,7,GOOD
Dallas,Texas,5,12.0,existing paid,radio/tv,1484.0,"(-0.001, 7.154]",5,2,male mar/wid,unknown,1,real estate,25,none,own,1,skilled,1,yes,NO,1995,7,BAD
Harris,Texas,5,6.0,existing paid,repairs,660.0,"(-0.001, 7.154]",1,2,male mar/wid,none,4,real estate,23,none,rent,1,unskilled resident,1,none,YES,1995,7,BAD
Bexar,Texas,5,24.0,critical/other existing credit,new car,1287.0,"(-0.001, 7.154]",3,4,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,NO,1995,7,GOOD
Norfolk,Virginia,4,42.0,critical/other existing credit,repairs,3394.0,"(65.862, 98.282]",4,4,male single,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,none,YES,1995,7,BAD
Other,Virginia,9,12.0,all paid,business,609.0,"(34.309, 65.862]",2,4,female div/dep/mar,none,-1,real estate,26,none,own,1,unemp/unskilled non res,1,none,YES,1995,7,BAD
Other,Wisconsin,5,12.0,existing paid,new car,1884.0,"(-0.001, 7.154]",3,4,unknown,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,1995,7,GOOD
Maricopa,Arizona,3,12.0,existing paid,furniture/equipment,2315.0,"(34.309, 65.862]",5,2,female div/dep/mar,co applicant,3,no known property,30,none,own,1,skilled,1,none,YES,1995,7,BAD
Alameda,California,5,20.0,delayed previously,other,2629.0,"(34.309, 65.862]",0,2,unknown,none,3,car,29,bank,own,2,skilled,1,yes,NO,1995,7,GOOD
Los Angeles,California,5,12.0,existing paid,education,719.0,"(-0.001, 7.154]",3,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,NO,1995,7,BAD
Los Angeles,California,5,48.0,critical/other existing credit,furniture/equipment,5096.0,"(65.862, 98.282]",0,2,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,7,BAD
Sacramento,California,5,9.0,critical/other existing credit,education,1244.0,"(-0.001, 7.154]",3,4,female div/dep/mar,none,4,life insurance,33,none,rent,2,unskilled resident,1,none,NO,1995,7,GOOD
San Diego,California,4,36.0,existing paid,new car,1842.0,"(34.309, 65.862]",2,4,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,YES,1995,7,GOOD
San Francisco,California,5,7.0,existing paid,unknown,2576.0,"(65.862, 98.282]",0,2,unknown,guarantor,2,real estate,35,none,own,1,skilled,1,none,NO,1995,7,BAD
Other,District of Columbia,7,12.0,existing paid,furniture/equipment,1424.0,"(-0.001, 7.154]",3,3,female div/dep/mar,none,4,real estate,33,none,own,1,high qualif/self emp/mgmt,1,unknown,YES,1995,8,GOOD
Other,Georgia,5,18.0,delayed previously,repairs,1512.0,"(98.282, 9298.08]",0,3,unknown,none,3,life insurance,61,stores,unknown,2,skilled,1,none,NO,1995,8,GOOD
Other,Georgia,5,36.0,critical/other existing credit,used car,11054.0,"(-0.001, 7.154]",0,-1,male single,none,2,car,30,unknown,own,1,high qualif/self emp/mgmt,1,yes,YES,1995,8,BAD
